"CUST_NO","CC_IND","FX_IND","LN_IND","WM_IND"
"IAVB1IZ7U8PO3BQC",0,0,0,0
"ZZQ8PB4L_ZHNNIBU",0,0,0,0
"NCB7F1DYMFFCTHMW",0,0,0,0
"GEQID1XCU-NUL4IQ",0,0,0,0
"953HWKD_UHSURVQU",0,0,0,0
"STKZ-7F8D4CCZMA0",0,0,0,0
"FI9B4NLEHBWAHYXE",0,0,0,0
"0Z-A24IXO7EKYL-A",0,0,0,0
"L629KID8Q0DJ8WCQ",0,0,0,0
"BJ1SWVAXFL37UBZC",0,0,0,0
"FR0ELPWGJMY5OFZA",0,0,0,0
"TLQBCQ7RQES9AGCO",0,0,0,0
"MJGF6EMNWVXLKZUA",0,0,0,0
"2JTT1ADUY1NKVGWU",0,0,0,0
"TDAGYAJWJ-AIARMI",0,0,0,0
"7TOSLGCUFPGCILIM",0,0,0,0
"4GA0LQKYU5QET3HK",0,0,0,0
"MRJZYT7ZP5QMZGB4",0,0,0,0
"NHT-HDNZEWFQVWPK",0,0,0,0
"MZOXJF4VEQOBAFFS",0,0,0,0
"XHOAG--M3V_IFMUM",0,0,0,0
"6JASJUDLULMMQO6I",0,0,0,0
"2LTNFWYYNGJCP3LU",0,0,0,0
"IXTMUORISSVFKNEC",0,0,0,0
"QUYASP9Q74IAFZI4",0,0,0,0
"ONSDLRWZPOYOEYXO",0,0,0,0
"QZRSOIWRYLMYYBT4",0,0,0,0
"X3OJV-HOR8VLZUIW",0,0,0,0
"E2E6RFL_SSJJFUDC",0,0,0,0
"CAP8MEEXIGJCZ11I",0,0,0,0
"0HNWHRQVIEUIEQ1S",0,0,0,0
"RGIJGXDLYVMTEFT8",0,0,0,0
"JQXDRHU1XEU9ILAO",0,0,0,0
"99UBDY9GXBZPLYE4",0,0,0,0
"O04TL_L2QXTMI_DA",0,0,0,0
"5RWWDCBDVIHKD52O",0,0,0,0
"K7VCGNKT_HVTOWHI",0,0,0,0
"3GALQZATDORWXLNO",0,0,0,0
"I-ODYGNNG6BI4FKY",0,0,0,0
"41G321ST1KYL8FEY",0,0,0,0
"NKY2WXQBW4-NVF6I",0,0,0,0
"BAJA-KUSUYPN6SW4",0,0,0,0
"BMV8P1-TIMZKYEGG",0,0,0,0
"KILOAKIVAKZH5ESM",0,0,0,0
"OUFDK7TVYL3HVAGO",0,0,0,0
"8W7SI8JEWHP2TJFO",0,0,0,0
"LSQIFEL0M_EEM1MY",0,0,0,0
"QQX0KQ4UOAXM73SW",0,0,0,0
"NGAFYF5DHD_P-8XS",0,0,0,0
"APYN8UKYYV6DCOJA",0,0,0,0
"WMJDAIX_BOJXVLBW",0,0,0,0
"KEYJMNORMD4RQZFI",0,0,0,0
"BYQXCJN5X5WEVLVU",0,0,0,0
"YMPNZGBHJTHG37Q0",0,0,0,0
"Q3F4J89_SNJ3BSDC",0,0,0,0
"NAZ5F8I1DUK_TSJS",0,0,0,0
"4XDOQ4REWDY74TB4",0,0,0,0
"F1KCK2KON_CJVE_S",0,0,0,0
"HHZFH34EFWSZXTDQ",0,0,0,0
"6K9AFXLI_VOC-BSW",0,0,0,0
"YYF-8SROETI6RMRA",0,0,0,0
"MX3R1CEFQF3LZYVW",0,0,0,0
"RD_R4VXGEVX0XBHU",0,0,0,0
"8UACKDVXMBWSXO5Q",0,0,0,0
"FZJZG2NUQGJ07ARC",0,0,0,0
"VFO9XJ2HOB0WJHZW",0,0,0,0
"AQRQI9XMR-XYTBWK",0,0,0,0
"FZTC4R3J594JFBAE",0,0,0,0
"7SAQGH8A1QZY84FC",0,0,0,0
"OERT8L8DZOLDFSIW",0,0,0,0
"QICOX4MRVHMG7LAQ",0,0,0,0
"QX9FFFOMPHOSLKG8",0,0,0,0
"JQFVTKUZHJMTZE9Y",0,0,0,0
"1ONEPJDS0VGF5130",0,0,0,0
"VG3X_VLJWLUZL714",0,0,0,0
"4CSZYYY1YYEXRCFU",0,0,0,0
"VJNHCUMKKHQDVGCK",0,0,0,0
"-Q35IAEKZ15BTSTW",0,0,0,0
"RKKGEK208ULXFVN0",0,0,0,0
"B7BTVMZXWSLB-SN0",0,0,0,0
"SQXM4LN-VZ1IYATU",0,0,0,0
"TBKVGGN6DGFIIPXQ",0,0,0,0
"O_Z69YPZ4MLZUJMC",0,0,0,0
"ZZYGYAF4S4T52FOW",0,0,0,0
"A3BCEFFIMHTPAYKY",0,0,0,0
"C3E-VNX6RQED5LMG",0,0,0,0
"5SUHFB7X0KOH65NI",0,0,0,0
"DOTEBQZP6UIZSKOQ",0,0,0,0
"HBLDAQW8M3YRUNYQ",0,0,0,0
"GIG2VE2L1-YOTNUI",0,0,0,0
"RN-KNC2D3SHPKCR0",0,0,0,0
"GOO1PYZRHCSZNOLA",0,0,0,0
"FLUGC-OEYIHO2AGM",0,0,0,0
"_-CV4FXYZHLT9OBI",0,0,0,0
"3NKV5PJZPSLE3SJO",0,0,0,0
"ZWP8KSKTNGL886EO",0,0,0,0
"RPGF40VH_RBPI8OO",0,0,0,0
"PMPFZLXZUQRFTALE",0,0,0,0
"6ZEJKJXW_F3RHYAY",0,0,0,0
"C45AFRZAOXLO73KY",0,0,0,0
"AAOX8_4OY0KWU6WI",0,0,0,0
"UM4QESK1EN7FQDDW",0,0,0,0
"2OUN1EWHF7Z_37C4",0,0,0,0
"YK7ZQTDIRCWPZCLI",0,0,0,0
"Q08LIS75XAPC3AMI",0,0,0,0
"WTBXUI5SJYFG90DM",0,0,0,0
"0YX1EC8A8MM2LEIY",0,0,0,0
"WVYVUP9W5WTGNDUM",0,0,0,0
"CKCT_967WKUKOPI0",0,0,0,0
"O6XP8ZN6Z_45SGBI",0,0,0,0
"XOD_JOXIT2B97WOK",0,0,0,0
"LR8MPBFAYN5UBU1C",0,0,0,0
"FWIRXBUMCY8HIOT4",0,0,0,0
"GNMP76DAZOP0EU3A",0,0,0,0
"JR8YVEJUG2Z58U04",0,0,0,0
"BMQHG3STTET5BPH0",0,0,0,0
"6XJQJDMXUZ97Q8HI",0,0,0,0
"CBIGWXQ9-1KZSHMA",0,0,0,0
"H3TZ3U-P5NUAMIWQ",0,0,0,0
"CMIM6UL5LNT1DAJE",0,0,0,0
"9HIDIQMORFEAPYE4",0,0,0,0
"ON6XNN1H5GNWTBJK",0,0,0,0
"NSSOWXOSRXJHXURK",0,0,0,0
"66_UQSQZ6KAWOLCU",0,0,0,0
"MLXNOFCU5NNBGM8A",0,0,0,0
"RXZDBIRCIBUTJPPA",0,0,0,0
"RB5XNIYINXB_WHNG",0,0,0,0
"UOLIKKAJW0YGINYG",0,0,0,0
"X9Z-HJZ89FMNGPWY",0,0,0,0
"I3TIEOY6CHWQTYGI",0,0,0,0
"MHZZM9V-MLLIAWB8",0,0,0,0
"YI0FVGR0QXCBIJWO",0,0,0,0
"HQ-ZKT9JJ0K45AYQ",0,0,0,0
"GDOAHHYTIWKEPRPQ",0,0,0,0
"PQ_NRYULVWPAPNV8",0,0,0,0
"WOR3ULXWNGPNQJJI",0,0,0,0
"JL2JBGZYPVDGJLT8",0,0,0,0
"C61UPLN1LJBLKEZI",0,0,0,0
"PAUSQMNFVJ9WOZXE",0,0,0,0
"POPPJFVV3G2KR0HM",0,0,0,0
"UHBDYBTBSKSOGCCC",0,0,0,0
"LAHDOTVNB2ZRQW2M",0,0,0,0
"DGA5J3S5XDOVCC28",0,0,0,0
"-XXLS9-BNLRSRBYQ",0,0,0,0
"WEUTJMZODKIAT3T0",0,0,0,0
"BB2QERZTCENYQ36K",0,0,0,0
"UYULKL3EXGDJXPB4",0,0,0,0
"J0MG81PHHJQCLL20",0,0,0,0
"TJGTXJZ3QZPCYFQU",0,0,0,0
"LUONUBMFS5VBEKWY",0,0,0,0
"KGLNMHMOWVU5ECHW",0,0,0,0
"YNRO8VTLNLVDR8EQ",0,0,0,0
"VJWMHHS-QKDWSXP0",0,0,0,0
"G-VLDRTW8QDCNOV4",0,0,0,0
"1AUVF2BWGNBWGWNS",0,0,0,0
"_SECHTQYJBQT_M3C",0,0,0,0
"CRRHC7U_GF6OGUYQ",0,0,0,0
"8UH5BGWBMLVV-LDK",0,0,0,0
"DWIQWA7XLLV1Y_YA",0,0,0,0
"LGPKLPODGKNXCROA",0,0,0,0
"HJBCYLBNCKA4VWE0",0,0,0,0
"X5JCWCDMVWLY20FU",0,0,0,0
"0YVTUXEUMM8TTTMO",0,0,0,0
"FHIRETTSSOUWMWCO",0,0,0,0
"QDBQNMGCSLKIKJMM",0,0,0,0
"GQ1BMC7MQI6LVXDW",0,0,0,0
"L6MUNN3DPJPJOTII",0,0,0,0
"E65FJL0A0C6T5YCU",0,0,0,0
"M3RBNU1MD0J0XZVS",0,0,0,0
"TCABZ6UWGCGCLKOM",0,0,0,0
"O37W8WOQE77VV5EC",0,0,0,0
"JWBRB6DWGRV8C8VM",0,0,0,0
"UKW-JDSZLK8CHIIS",0,0,0,0
"HDO8IVAH7C1FS1KA",0,0,0,0
"MGCHAU0C7-SYJCUW",0,0,0,0
"KW6G3XMNEMONILNA",0,0,0,0
"LTIUIY7XISYLHFJI",0,0,0,0
"KEO1RCLWAR-LLJXY",0,0,0,0
"ODHBERD4MLVIFJ54",0,0,0,0
"ME5V7X-4UTZZD9XK",0,0,0,0
"IDKPZZWP81F-ZCI8",0,0,0,0
"FTGLBCG9E2OSIYNK",0,0,0,0
"13PQ0_QUGNPLIJIW",0,0,0,0
"ON149ZOHEQSPWCQO",0,0,0,0
"7LXFXCX7Q99ACAMA",0,0,0,0
"DEJ-1L4AYOMLUEWC",0,0,0,0
"Q_PI2PCDGVWYHH0K",0,0,0,0
"XUUROLCJRNJCPQSO",0,0,0,0
"OXLR-YMNAQQSJYPS",0,0,0,0
"LBDWUTFCGH79YQSO",0,0,0,0
"XTUIONJHG1CJSTIU",0,0,0,0
"56NBZLVQQ3TTVUFA",0,0,0,0
"ON9YWI04ES2NIPCU",0,0,0,0
"E22JICV-YBAQ2GZO",0,0,0,0
"RTT-GMKIHVMLQ3CM",0,0,0,0
"EJ__QGPKFW5PMZRQ",0,0,0,0
"XZIUPXLXS9P2DERS",0,0,0,0
"O0NW5DPPQKPI2YLI",0,0,0,0
"J0J2O5HKTTRHJTPO",0,0,0,0
"-ZCIOME-T5RRMSAK",0,0,0,0
"VC-EHCQENK0-AZWK",0,0,0,0
"CXDJOYYQNXMK_HAY",0,0,0,0
"JH0T78LJYUGDNXBI",0,0,0,0
"AHXCEDDWMAEOAUVC",0,0,0,0
"6ZBATION-N2VNITQ",0,0,0,0
"PC_6KKL4DV-BIX1S",0,0,0,0
"T_T5IRS9AOXRE8HM",0,0,0,0
"H6QMIQ_ABM-GVOXA",0,0,0,0
"SG_YA_N43ZDI5BWS",0,0,0,0
"1YOF_BN_VIDAKCYU",0,0,0,0
"AF3LZGTT_GGI6PDQ",0,0,0,0
"B9UVFPGX2NUN7SVY",0,0,0,0
"PAYRG5M00VLCUXUI",0,0,0,0
"N-DXBMON7EQ2ICFC",0,0,0,0
"BYAQQR17-IEZXGIU",0,0,0,0
"1MAEXK9LTJUUT0QM",0,0,0,0
"WUG_X4UKYFQ9FCHI",0,0,0,0
"-B9ZL8TQOGDIAGIQ",0,0,0,0
"PZDFJLI1BY2PHLBM",0,0,0,0
"HSOP7JJPLHGZPKMG",0,0,0,0
"FRMHBW3AXCT2UPBU",0,0,0,0
"IDQUJRGR88H8TBTK",0,0,0,0
"JDMK6KUHNVHTN3NA",0,0,0,0
"DIMS1KZQUJJDVRQG",0,0,0,0
"2Z1BTF8047TJMBOK",0,0,0,0
"OSHTVR9AN0AVZN8U",0,0,0,0
"GPLTBGYSQDIB-4OS",0,0,0,0
"ONAAVNNI54HF4GVI",0,0,0,0
"ISA1L1ZPRLM9EOEM",0,0,0,0
"OTYKODGQRJ5M3RJW",0,0,0,0
"GYF4K_XPRSHGXFNK",0,0,0,0
"PPQB4YMPR6XR0FD4",0,0,0,0
"6QRITUN5BQYR3G70",0,0,0,0
"LIFZTO7EAW9UVDNC",0,0,0,0
"8MWVPXOAMKZOGQ0Q",0,0,0,0
"LTYHFRXUEPPZF17Y",0,0,0,0
"RHFDZZ8I8CKHHQ7A",0,0,0,0
"9VXW4PPSDR-FB1SO",0,0,0,0
"9JPMJVCQB4ZXIOK8",0,0,0,0
"8B_BAQSPWMC3Y6B8",0,0,0,0
"OMOFAWV6GJ4YEM_O",0,0,0,0
"5SWLVJXJ_BANAEKO",0,0,0,0
"ROZ9EF9OEC63YAFU",0,0,0,0
"RWTQ8NGRR6RPTLRU",0,0,0,0
"3SGWKZW6AU5HOMW0",0,0,0,0
"CIJS-1U3REFUVF8O",0,0,0,0
"DXNYMGBZZDHBUKN4",0,0,0,0
"6VKZPXGW09RW1VSM",0,0,0,0
"ZHOSRMDUPPIBE-0U",0,0,0,0
"MBLWDKVG9TJN1AYS",0,0,0,0
"HRDLXIKOVFKOAESI",0,0,0,0
"KIO1_ZUC8CYGUFTG",0,0,0,0
"RCA7XNTGBY3L9N_S",0,0,0,0
"JLR44LFYZWO241CY",0,0,0,0
"O3APV8RFFUUEGR-E",0,0,0,0
"Y-1TMDZJWRNV0PZ8",0,0,0,0
"CSSX-ZCW_NIZMCGU",0,0,0,0
"QNPEJGUYSFU5QZZK",0,0,0,0
"7CUSTOZOCDIHLYVQ",0,0,0,0
"V4XYLPZG6B35TEFK",0,0,0,0
"P_TFUWGR6AE2A6JG",0,0,0,0
"SY-LNAX86U2JVQO0",0,0,0,0
"_YFSHSJXCURSFRT0",0,0,0,0
"CJSEVG3MP5IVXKHE",0,0,0,0
"RUJ-L5KQA6LADS0W",0,0,0,0
"M1RQIX3HVFQEHEYY",0,0,0,0
"AG_7YGXD138GCSTE",0,0,0,0
"UWQSVCHJ3-3ITFCS",0,0,0,0
"QRCBNMG3MOSWTEE8",0,0,0,0
"GKCB03Q613FE1UPE",0,0,0,0
"BWRXIXKXWEWJ7YDI",0,0,0,0
"FAQ3PHW_TL11XEXO",0,0,0,0
"CTGT6RFN6O6EXSJ8",0,0,0,0
"EVGT-566_TRICJSS",0,0,0,0
"EMHQEPZTPTAIAN54",0,0,0,0
"MUH5-LKZAP0F72RS",0,0,0,0
"DV6SRUM7MDYUA9BI",0,0,0,0
"FISTKUPO05ZEIW1E",0,0,0,0
"A4Z3YXRGGSIGLFFW",0,0,0,0
"2WKWRGJWFWECMCNQ",0,0,0,0
"1WAEYI-OVVG7PFKY",0,0,0,0
"WZJYISMCISETJJSM",0,0,0,0
"IVABGJR1_UTLHKC0",0,0,0,0
"73_ZZRRM048EO8XI",0,0,0,0
"VTRUJQN8RDX8VG3K",0,0,0,0
"IN4VBJDKPZDEPXH8",0,0,0,0
"TRBZXDR6K-AX9PZ0",0,0,0,0
"UUOCJV2XS9IPPXAW",0,0,0,0
"YAOI49FCCJ5T5JWY",0,0,0,0
"QTSOMSDTVGI2N0PA",0,0,0,0
"JB9PVSVWMBAGYHKG",0,0,0,0
"KTTXIZE_PPGBSOEM",0,0,0,0
"AGXKM8DAMWXSR8ZA",0,0,0,0
"UI-HGIBWM5UXJLKO",0,0,0,0
"TYPO8EOYYDEOS4G0",0,0,0,0
"YHOTMORVXA-SEA1E",0,0,0,0
"REQVHFYRB-X8C7W8",0,0,0,0
"KTCXF7F1QP8GP05S",0,0,0,0
"TLFDS4PWGE77N8O4",0,0,0,0
"OYZ-HOQUTS45L51G",0,0,0,0
"RQRVJAJJDJY9XR3Q",0,0,0,0
"GG4KORSCFQO2DR6K",0,0,0,0
"VRJ03180UOI1QAVU",0,0,0,0
"2VESPVBVEAFX2JYW",0,0,0,0
"3TKKQJIMFMW62ZKE",0,0,0,0
"H5_XF0ZQ-3RRVVCI",0,0,0,0
"TB4NBJ3GT5BUWV2S",0,0,0,0
"XA2KSSFXGQTBT4IK",0,0,0,0
"FZIJUZDRTJQSFBDY",0,0,0,0
"XHL4T3D_85SAHJ8A",0,0,0,0
"SYDDSQNFYQATQHVG",0,0,0,0
"_AZIQ2KMYP_D9XPK",0,0,0,0
"XLV49HRO5TL5PBWM",0,0,0,0
"PI2DCYXX8RNRQZUM",0,0,0,0
"FK-WMJSZLEDK8KQI",0,0,0,0
"JJNLZQDOFGBFCRYW",0,0,0,0
"-GE63I32_VDKHG5W",0,0,0,0
"BE_-XVYPDSAORZTU",0,0,0,0
"HKMRBAOMEMSRTV1G",0,0,0,0
"TEWTITMQW0QHRISS",0,0,0,0
"JM83LYDPNJWL7VOG",0,0,0,0
"KR1S8ZHDNHUBDFXM",0,0,0,0
"JAE8PIWNY3KHHHYO",0,0,0,0
"ZAYPKYO-OPPA1MIS",0,0,0,0
"569PNSBMVS9Q5N2I",0,0,0,0
"RNFJBASFYX-RQW8W",0,0,0,0
"BMRPPEYE9ZWM8T0U",0,0,0,0
"XMCBQWBR4B_XTOA0",0,0,0,0
"2BE_7VU2G-GZYJ9S",0,0,0,0
"00ZKRFYH6HJV2HHS",0,0,0,0
"ZR453RD5MOBDLL2G",0,0,0,0
"HH8BBA5WY76VOBHU",0,0,0,0
"4DAT84SDU_CLMYQA",0,0,0,0
"C70GUFZFWBFVUL5G",0,0,0,0
"Q5EPKQPCXI1XPNBW",0,0,0,0
"OR1K4PBKPQFCYTHC",0,0,0,0
"NCLT_SUQDS3SAVVQ",0,0,0,0
"JBG6GFZCDQWKXA_Q",0,0,0,0
"J2FGP6ST2JJRWE2O",0,0,0,0
"5Z9CD1KAU26RXFYO",0,0,0,0
"MJEJNRN8EI5GCE9E",0,0,0,0
"JPNDVNAFZXJSNFMI",0,0,0,0
"EQ63TMH-_AYM6COS",0,0,0,0
"AG3IIN_BTU3M_CT4",0,0,0,0
"SSSTFV1HEOQR4N9M",0,0,0,0
"-WSCEDXRMFWMDRYU",0,0,0,0
"R-_ZQ5N0KNFCRJDO",0,0,0,0
"NAGLUN6AKML7L9LI",0,0,0,0
"GBMW30IDBXUD92W0",0,0,0,0
"P9YNDVOA01HKDK2E",0,0,0,0
"RCRKVJ78CLWCJ0NA",0,0,0,0
"GDPBCJFP_5S2Z0E4",0,0,0,0
"-CC3-VCPZS3DKILI",0,0,0,0
"IZZXTXKJRXTYHUAK",0,0,0,0
"IOOHIWUIQIAOAPZW",0,0,0,0
"XHJBQJHNBIKDS-AQ",0,0,0,0
"A0X5HF2LBHXCXSEI",0,0,0,0
"X1VR4WSW79CSKTQO",0,0,0,0
"BL6TOQFMRAQOAK3K",0,0,0,0
"7PZDX7VMPVNIT0K4",0,0,0,0
"FEUJBOXVAYYJ0DTS",0,0,0,0
"42VV4ORHFLAKE0AA",0,0,0,0
"FDPXW0HYJ6VIUG6I",0,0,0,0
"4_AGG_I9U57JURPY",0,0,0,0
"4QHDFFNDQGDNLQGK",0,0,0,0
"VAPXBTAYKSRTJE1M",0,0,0,0
"TRF-5GUCJWZVCAMM",0,0,0,0
"Z0H9-J8HJSSQCTIG",0,0,0,0
"BT29EJHIXCXSXZV8",0,0,0,0
"HJVNZKEHEEIUES-O",0,0,0,0
"DQ0HBRPYQT0ZFQPK",0,0,0,0
"HSPVXO19XDNAU7NW",0,0,0,0
"0DWK179HV5VYUJ8G",0,0,0,0
"IA_BPZYIP-XCGKWI",0,0,0,0
"WF-XF9-_3IFEYZJO",0,0,0,0
"FBTKYMMJGY-BJ_SA",0,0,0,0
"FYQRFX7YI0J9VLLW",0,0,0,0
"NLEO3DHH4QZST8TY",0,0,0,0
"0QEQOEFSEKYDNGBU",0,0,0,0
"VJ_JTVSXIYMBVZKM",0,0,0,0
"DHY2PMJV5YHNJ8WQ",0,0,0,0
"BXCG2FYDMJJMV4YI",0,0,0,0
"NAMRV09B9L3GESUW",0,0,0,0
"W-WQ4OLWZPTUZPFS",0,0,0,0
"K7RQMYAKD2KWGCWW",0,0,0,0
"JJVCE1MRUZPQ94ZE",0,0,0,0
"HF-YZTZJ_C9ZTUNE",0,0,0,0
"RVXHCYP58WMZQYKA",0,0,0,0
"NT7KSCE87XJL1VZW",0,0,0,0
"VFBNL0HOEAKXW2TU",0,0,0,0
"3JGHX4DE45CEV_QG",0,0,0,0
"O3VREXL0DLAPYFBS",0,0,0,0
"VTED-F_EKIEOUBNM",0,0,0,0
"DCQTUJ9T9FRXBMV4",0,0,0,0
"XC7JXEPB5X8Y5RMA",0,0,0,0
"SNYBNW5REOOYRIIS",0,0,0,0
"DAVD1ULWYZNQUDY4",0,0,0,0
"XU9QOTSKCLIIFENS",0,0,0,0
"UKOPABYDAEHAC_7A",0,0,0,0
"1VVTEGI_FTXD1BNC",0,0,0,0
"HHEBYEV36TBN6O5M",0,0,0,0
"PIHOEQOFUDYBZHCC",0,0,0,0
"UHOOWQ53TD4UR1HS",0,0,0,0
"FA2AUG_HS2GE_I4U",0,0,0,0
"ILJ2BVECI0J325SY",0,0,0,0
"XLUM-EHPURYSYYPG",0,0,0,0
"VE0FGMWU1DZRCDAI",0,0,0,0
"D6WT5GLTRPCJLIGS",0,0,0,0
"OZQE9U3L0KRBZKTM",0,0,0,0
"Z-FG2QSUHRYFFIAY",0,0,0,0
"AV-3VK35UIFAX-IC",0,0,0,0
"CZRKEQJ0WBO5G-NE",0,0,0,0
"NMZWHE8POZSY9EFY",0,0,0,0
"GK72ZIR2_YSJGOJY",0,0,0,0
"LJQLM9YEZVCWB_P0",0,0,0,0
"V9QSPJB_SO0EB3WY",0,0,0,0
"AJ-X-ZF8DXXHUB6Q",0,0,0,0
"VB9U1SURLKKZXFEW",0,0,0,0
"WXVXFOUITXFII8C0",0,0,0,0
"SSL1XYUVVLJWPIG0",0,0,0,0
"3E5PKSACIFMGQ7CY",0,0,0,0
"47EZQYVJIKJTHCAE",0,0,0,0
"1DCWL_CILGY8M9TO",0,0,0,0
"NF3ZBMW_DK-USIDS",0,0,0,0
"KHY-WSJOG9XZX87W",0,0,0,0
"_GNZCN22S-D5FDVI",0,0,0,0
"XSKPM1UOVBMZID2I",0,0,0,0
"-OSCIVBYMOKV-JAE",0,0,0,0
"5HYTUQVBD_V_2UPY",0,0,0,0
"JMVTHDEVTZGITD7Y",0,0,0,0
"KFHVKH3_LWRQLIAG",0,0,0,0
"HLHJLFVN6K_B4IY4",0,0,0,0
"KHSKMN4XFWEABN-M",0,0,0,0
"RUA84TUWHO-Y8PAM",0,0,0,0
"C1A9QE2-PXXKWUVO",0,0,0,0
"TN32XVRCAGC9VRJ8",0,0,0,0
"B0YFJ6M385TKZLVK",0,0,0,0
"OYL-3HEH69NY0RKM",0,0,0,0
"EGQ1EYCATE9CWDGY",0,0,0,0
"UU9VKCELINA17AA8",0,0,0,0
"FQHMYOD_XVUT4KWY",0,0,0,0
"C9OZP1ZDZUBVBEBM",0,0,0,0
"YTGG4AWOGSG9E0V4",0,0,0,0
"GWE8RUIRDBLD1GY4",0,0,0,0
"F6JSWPLX5OKEUNM0",0,0,0,0
"XTXM7AL4DJ0STIM4",0,0,0,0
"ELRMTIXJQ7C2DOJI",0,0,0,0
"RPJNP2SWCLZIWHU4",0,0,0,0
"POKYRPSPCELD3D7O",0,0,0,0
"57UM5S6WWJ1LA8WQ",0,0,0,0
"C_CAUXVUOMT6CAZE",0,0,0,0
"WSUHW7WDOWUNSQ98",0,0,0,0
"WXVLQYV0V1MWL72K",0,0,0,0
"7Z-VEW12J9SKSA6O",0,0,0,0
"NONDFWUJX3SHANJS",0,0,0,0
"0NYLSSH5HGWLQUBI",0,0,0,0
"SL1AI7SZQA89-WBM",0,0,0,0
"KULBHK3_OUAGAY-8",0,0,0,0
"V0AUTYKCDKULFD3G",0,0,0,0
"LXDUHJYCNDMXWRWG",0,0,0,0
"6NXMSZQZXSDUU0VQ",0,0,0,0
"PLIDOY3RU5VNWNNA",0,0,0,0
"JWYIXDVQFDB0TKIG",0,0,0,0
"V9BNCJLSIYIJD6EQ",0,0,0,0
"BDZDTT2NQNPX8NPQ",0,0,0,0
"3FGQXDAVZ6WIW41Q",0,0,0,0
"BUJTOS-4YGYWZNLA",0,0,0,0
"R8E3-I1EVXGIVSXO",0,0,0,0
"JDXCE4RYGDDQICTC",0,0,0,0
"UP7TNIF4FWV_NBKE",0,0,0,0
"2BR0W_IK7GJ3C-6I",0,0,0,0
"86J-F-M1ROG8VEN8",0,0,0,0
"F1V-NQWXACBKOB3W",0,0,0,0
"RDOXTFIRCTFDX-DE",0,0,0,0
"IXZKRCMHOPT-KAS8",0,0,0,0
"RKIV6RX160CZLYMM",0,0,0,0
"WOWVGI98GHPUFOWY",0,0,0,0
"AILL5G5O7G_ZJCMG",0,0,0,0
"B5NW_FWMXK9MJ4TM",0,0,0,0
"965AKI0SHPZF9KPU",0,0,0,0
"RU8MBZVLR6BSXER4",0,0,0,0
"FAZD8OLKCXMZJ5EI",0,0,0,0
"CIBLGHON8QKT3YUY",0,0,0,0
"0ADJTWZCDHTS4MNU",0,0,0,0
"8MCBBJKQ7E7YGXMQ",0,0,0,0
"CIPVUZWKC2GXGN4C",0,0,0,0
"44BYMBCTHP2GHKY8",0,0,0,0
"UUCUPAVRSDGUL1DA",0,0,0,0
"7_Y3CDOFUICVBXBK",0,0,0,0
"X4OHJFQIO-96XFLY",0,0,0,0
"OEHYFPKRZBYM-Y-0",0,0,0,0
"MVFQIKYWVENUYP84",0,0,0,0
"VCNUOLOSEYJYLMCC",0,0,0,0
"NW4GA43GAV-XYQFA",0,0,0,0
"SSXH9TGO6INS34LS",0,0,0,0
"DED0EJVML0V0PYW0",0,0,0,0
"YUUMCSTFP8ESFWIU",0,0,0,0
"KBPLKHPNNLFBWK2C",0,0,0,0
"OXNDSAUAR3FKA4BY",0,0,0,0
"POPDE2ZQQUDNRNYC",0,0,0,0
"0B4YRGJHCSRRBWU0",0,0,0,0
"EHT-ZZUQVTUFZMJY",0,0,0,0
"NUA6BOUHAAEG1CMM",0,0,0,0
"Y6SY3QVVT34IY2HY",0,0,0,0
"TJ8JZSDPPZEAMF3M",0,0,0,0
"HHKHZYZBAVFQPPYC",0,0,0,0
"JUYKGQP0-3YQ5C4U",0,0,0,0
"8HLQHSJI1WVRDVNU",0,0,0,0
"DPUIOBPZ_BIJFZX0",0,0,0,0
"LEUCVVWM2KMFCRHK",0,0,0,0
"-_HMRRF65LYAVP7U",0,0,0,0
"G9LQKKEXWXEKHRVU",0,0,0,0
"3KWKMO0SVOTYASS0",0,0,0,0
"RAY1IK4JRSEZJAIU",0,0,0,0
"_LLY9OLGQSXMUE8I",0,0,0,0
"TW3LBQ47A-RT8NPK",0,0,0,0
"ZTMCA8Z0OKNENNLK",0,0,0,0
"OLSBVHJGMW6ZVIFI",0,0,0,0
"PBQDHS2ZJ_WZCZ4S",0,0,0,0
"LH8HRROWXZKVPSHS",0,0,0,0
"U6MM6S86ED3XZYWG",0,0,0,0
"BLKV_FMFWZZGL8FK",0,0,0,0
"PZC777GO8H3OESSO",0,0,0,0
"TM5JAI-OJZ6TTHZA",0,0,0,0
"4K8D7O6J0C-QG1B0",0,0,0,0
"QVN9570ESVM0SGPW",0,0,0,0
"P9XQ6IR3B7_TFEUO",0,0,0,0
"EEG0AK2EOZY-O-2K",0,0,0,0
"OBQZ_HO-GVNJVGB8",0,0,0,0
"H5MR-1AFYMUINX9G",0,0,0,0
"R9M0BPEWFW_TJSM8",0,0,0,0
"GFG56UG7QKNL3JJA",0,0,0,0
"MDMBRA8KYVVVFQF0",0,0,0,0
"FSB-VNFFB72G-AAA",0,0,0,0
"LS7RJY_5SCNY4ZRU",0,0,0,0
"2AGLOXR-_N7LMME8",0,0,0,0
"ICG0R87ELUCE3P-Y",0,0,0,0
"9TQW9YCIHLC-79VE",0,0,0,0
"VQOJJ9JF-FNSZQAI",0,0,0,0
"RAZKE8WOVOI-7VTG",0,0,0,0
"5TOIYUXVBGE0AAZO",0,0,0,0
