"CUST_NO","TXN_DT","LN_AMT","LN_USE"
"GX2-ZQIST_7UUPYC",9540,805996,"02"
"RUUA5_PAOXQXFCNS",9508,879483,"14"
"C3FMZVGVSLHMB_T8",9477,848097,"14"
"P6JSTE5PGSZCM2FW",9469,848097,"05"
"VYYYJ3PTMNM18GZK",9514,848097,"05"
"ITD_GFY5_QESI-PC",9507,848097,"14"
"B16BBHRXLDPZDGLC",9555,904731,"14"
"F3OTWERGZ0GZFY-U",9515,864754,"02"
"BIHV4HGIYE4WAKAW",9561,848097,"05"
"CFZMKTYPAO-1OLX0",9476,1112753,"14"
"MONGRMJK_AS4EYUM",9533,864754,"09"
"ZEHEMP15CZIOQ4N8",9534,944357,"11"
"BARYLAMNH2H9-RJA",9463,904731,"14"
"P24WJ3W04HO3JGX4",9527,848097,"09"
"FOUOGTDUNEJDWCR0",9539,879483,"02"
"FBZNYVAESXBMOTJQ",9504,879483,"14"
"S_IZIGJ_8KEVCV30",9520,777569,"09"
"F91QL31IWC0A-U5S",9456,864754,"14"
"T5D1LDOL8FF3IJWO",9520,864754,"02"
"8JLT_C0QR0YJF0JA",9549,879483,"02"
"CQFG9DD7NOG_GAIW",9464,777569,"05"
"KUNEXYRLGO69QP6W",9469,739437,"14"
"POYT8QQTJP-RM1EC",9520,739437,"14"
"7TGCZSJHHLY9QYBW",9485,1066324,"06"
"DHO0UYXQX-OIH_I0",9534,904731,"05"
"NTRNR8DHR3TLCS80",9560,988495,"14"
"UKC5SZPMUTEJJWTI",9476,848097,"18"
"RPAQQC5XXD6BVW0S",9519,1139478,"02"
"9HYBZQ7JS8FU9IFY",9458,805996,"07"
"YSLCREYPB7WZXS_I",9487,904731,"14"
"J7YK6W5QHXFYU0HY",9548,1112753,"14"
"DAGS_MQMNIFTSOF4",9546,805996,"02"
"JSIXXEM5QMYTJZTG",9561,1139478,"06"
"1GC2KJDPS7NYQOEE",9487,944357,"09"
"H2BTM41VQKYTJWNA",9480,1080978,"14"
"QMGRX-HAKBY39B5W",9457,848097,"02"
"XSVQ8CRG6BWAY7I8",9499,1032246,"16"
"JZ9JE0IPZSGL9CI0",9539,1112753,"06"
"XCDT_H_60YQAPCC8",9501,1080978,"06"
"DS_PCREHX0VJNC50",9484,1106864,"06"
"HCKF4CWVEDEABJMG",9560,805996,"05"
"NVFTRYMRLPKWF4NU",9561,805996,"04"
"R_SAXQWFENZHWDTC",9465,1080978,"02"
"COYGBTB0MH014BL0",9451,848097,"14"
"4OQZQJGU6HBBTELK",9455,935465,"02"
"ZM4UJASNXE0VPFNS",9504,879483,"06"
"5FDJGVNFEZXMHUAM",9550,904731,"04"
"JNEPJPX4ATA_BJIK",9501,848097,"05"
"USXGOQ15OVUBONQS",9505,944357,"05"
"E1AMUHM47AFYONV0",9500,777569,"05"
"-IKEXW8GLBEYJ2N0",9466,904731,"06"
"BT3VNJWZI30GSTGU",9526,904731,"14"
"OLAHEYRENMFAT4SY",9561,777569,"02"
"YXH0HY-KTIMYFLJG",9519,1218170,"06"
"LWDPHJDJ7_BQW-9U",9469,739437,"14"
"SI5EX4KCEXKVILAA",9536,1176790,"16"
"JEVBZSJFB8JCD0IC",9561,879483,"07"
"KITSANJHD0GF2C9A",9554,777569,"07"
"JZ7RZ7JBG0EYN_0A",9525,988495,"06"
"E2BPQUMREKCUBG8M",9562,777569,"05"
"NDPLYSQGJMX0EC80",9515,777569,"02"
"FI_-9MH6WE8FFPMM",9529,805996,"14"
"JLUBAAT381DZV-_U",9550,904731,"05"
"KO2XJHHO_7EP756K",9557,925966,"14"
"OUUPTM2PXKDSO8ES",9546,1139478,"06"
"EV876XZQOVKV5CUA",9472,904731,"06"
"LIL30FXRQYMDNU1W",9476,879483,"14"
"RJCGUGF4Z7HC6NGK",9522,988495,"05"
"23Y2C_4ER6B52US8",9547,848097,"21"
"DDWKZ8CF1CMP3K4I",9549,960619,"14"
"I7M8C2J_54R28KSO",9470,848097,"07"
"EPAMYJMOARN-BY4W",9527,1139478,"05"
"0ANNJ6CSCVJHRPDY",9513,777569,"14"
"SE1KTMVG83SIGGNG",9450,805996,"14"
"PB8VP8VIHYMCK3-Q",9451,960619,"06"
"WMSRIKDLCJVP7GES",9513,828864,"02"
"QIQRY4KOX0IR1WYA",9486,824626,"07"
"BOQKIP-ELORGDHSY",9479,848097,"18"
"I9DOEM7XKRZVPCSI",9477,988495,"06"
"D8F6ADKAHJEUJYCW",9567,739437,"09"
"IBO5PBEQOFDC7AHC",9490,1022428,"06"
"NAWDIQZ7QMOFM0-Y",9525,777569,"14"
"JKDORMHKFLHVFST0",9479,848097,"02"
"DGVO4OY2GVRAE8MW",9563,848097,"14"
"KMRCPMKLCBS0BVME",9526,879483,"02"
"AVAYHWIWJAIPOPUW",9562,777569,"02"
"LJ2KL9ZTACPVGJAK",9557,1066324,"06"
"VEUANLYCCXEHVNRM",9455,777569,"06"
"S8CPUJEFS5AVPD-K",9487,988495,"04"
"T4OLRDYUXJGQFFVY",9514,904731,"14"
"GH9CSRNOJHIMMOLS",9556,848097,"14"
"WIHYE9TVLN7SOXKE",9555,848097,"14"
"RTNMVCWH0BVPUWOU",9466,848097,"14"
"HSS8N6V-JEAJ33DO",9464,944357,"18"
"EEGZZP87T6FE9TBG",9527,904731,"18"
"JYOYN39ZXINBSPTU",9477,904731,"06"
"4F7EXWIHEUGGXSL8",9513,805996,"08"
"VA-PJZTXRPMH3SBW",9555,848097,"14"
"PHHRBJA_AAXODDPA",9486,960619,"14"
"XRWWP6DHKRSVMXVU",9462,1218170,"14"
"7IZ7UC5OFZRMUF7O",9554,1218170,"01"
"7SZFUGSDZTF69OLK",9528,955932,"14"
"RMZHSNQ8JWK_GVN8",9515,1080978,"06"
"CV9HT1U3_9I3JIKU",9526,892709,"14"
"3BYI34QDLGYA7WAM",9548,879483,"05"
"GVFMVF40RLDVM42K",9554,1218170,"06"
"CCH8HAVGVBWJOUZA",9483,1112753,"08"
"IQA9MYRJEYQILWLS",9540,1112753,"06"
"1XVEXX8YTEN0UC5O",9458,848097,"05"
"VRS8WQDTB_KJ8PUY",9540,848097,"14"
"O_3PWKZVI2BGM6J0",9478,960619,"05"
"40O50OQEJ45BAQMM",9463,848097,"14"
"KPM6VGO2XZH10FUG",9527,1041480,"21"
"VQEKVZSMPBNYOVT4",9485,904731,"02"
"EK8EHE_OZ5Z_H0K0",9513,1041480,"04"
"COYM1DXZDOMFJUUC",9500,988495,"05"
"F5XH7LCNB6DWCPKO",9499,904731,"06"
"F7I2LIFHPM4HSVHA",9564,1218170,"06"
"UQDVO8RKPUKURPG0",9485,925966,"04"
"8F_0WTF_GRHJZ9KO",9540,864754,"11"
"TDBMD8NTQDOX9WB4",9535,848097,"14"
"71KGHXEEV3WMR4VW",9484,879483,"06"
"BNCKNGLLSFTT7RSW",9464,988495,"06"
"8DSLHUQCPCHK2XR8",9477,988495,"06"
"M6MJ17JVNDX7EJ08",9465,805996,"14"
"MOHNAZVHF0-PBHO8",9486,739437,"08"
"WNV7RLXFQ-F5NTHC",9504,879483,"02"
"FB9HWNGYG77L2HQ4",9556,805996,"05"
"8AHUR-M3G6MAWADY",9564,988495,"02"
"VRSHTTCWDL1-KF2S",9528,960619,"02"
"ZK2ZZGUU5L9KHQ4G",9518,904731,"14"
"2LTP4BQTQZJSENV4",9459,828864,"02"
"HOGIWKAVDLY-DU80",9525,1139478,"06"
"QV6U5X_IA8HYJ9OK",9500,739437,"14"
"M1VGTHHDIYPA734I",9507,925966,"07"
"FK2PWGBJQADN4IBM",9518,828864,"07"
"R_EOOTBU_KIUMMS0",9550,805996,"14"
"UB8S5WKWWMX1MAB0",9455,777569,"06"
"GWQKVD27R5FROINQ",9525,739437,"14"
"NISBJTR152VGNXAS",9505,975222,"07"
"OWQ3DVZDOADPCDSE",9476,864754,"05"
"PKBSQBR6RAQTA_2G",9472,848097,"14"
"695KOCVXKOMUMA4I",9562,904731,"02"
"IXUU4V7OULJYU5UY",9532,1041480,"02"
"K-KVSHLMFTGGDKLQ",9537,795449,"21"
"4UNWAZFPXR0WVJSQ",9526,935465,"14"
"_KXGAJMG7KR3MWUQ",9560,810934,"02"
"AZOAZ-LJTOQEM2L0",9508,879483,"09"
"H9EIEJRLGCXDNJ6I",9465,1139478,"06"
"AYQSWE-MSERZVG1M",9532,864754,"08"
"LJJ1LD-JCMLEWV9A",9553,848097,"09"
"I00WUQHCQQXLMXNU",9450,739437,"03"
"WYI1QWATT5P6OHBY",9533,805996,"05"
"DWCQ8DLUGIOO9XD4",9537,879483,"11"
"RBI2MVPPYCHGDZGW",9521,892709,"07"
"BI270R43K9EWLHWU",9463,1041480,"16"
"1PGPHPAPRC87078O",9528,848097,"14"
"F17M0SSIWMEYTGL4",9540,1171092,"14"
"HLTN64DXRNQIH_OI",9507,904731,"02"
"T2F56C_BUDRTUISG",9554,805996,"05"
"YXW3ANJAMQPQVKYW",9556,739437,"14"
"ESZLQOODXQTJ6WGC",9522,864754,"05"
"H5N5HOUJ--BJNO_C",9504,848097,"05"
"OKQJZA7JYWGNW4XE",9505,805996,"14"
"F93BAFPPXYY9BCMK",9486,848097,"06"
"KKAA3UA2ORROCDEE",9546,879483,"14"
"VTIUYKW0HPQYSYV8",9548,1041480,"06"
"DEMY3W9RJCXN-CQE",9515,1080978,"02"
"ETHXYP2RDCTGU1F0",9554,1000675,"06"
"VQGN9ZWMAVYU7SOQ",9553,960619,"14"
"ESPIJCVT31SLOZNY",9553,805996,"09"
"MUJW8FMHJRIRDULA",9466,904731,"02"
"SNGJJOX7X4PROWFS",9526,739437,"14"
"4IX-FN3-6-E3OA1G",9504,805996,"14"
"UFX66CXE0W_BI0R8",9549,805996,"08"
"MPKN57YTD4DUBQQW",9556,1218170,"16"
"JPGELUYNVJ2ZS8AE",9490,848097,"11"
"E-DZLAB--KYUBAPU",9513,879483,"18"
"IBEBP-CK5SNL6LAW",9491,904731,"06"
"QZY87KZFKS8JVPM0",9563,904731,"06"
"BUIVXRON69D49H0Y",9504,777569,"03"
"IIJDYFYO8SVMP71U",9528,848097,"06"
"WZYMXBWR8GD7G638",9557,879483,"14"
"ANY_JN7CV76KBS2Q",9562,1080978,"06"
"IUDPCO-YOB7K2JE8",9456,904731,"18"
"YKLU0OPI9U_GI8T4",9555,944357,"05"
"SJ-W7B9H6BUP62GK",9470,879483,"07"
"3-WRLVX0RVKRQD0U",9452,904731,"04"
"8LNNCIS_Q9K4JKLQ",9528,904731,"14"
"36Z3Z9ITBUXKYFYO",9561,1139478,"14"
"NG9HH8R93SHF8YI0",9462,848097,"09"
"2OZEGV1V1EZN_INU",9554,1139478,"21"
"3M8GRHAC1WLSRDEK",9525,848097,"02"
"ASOLPRHITQHNY7M8",9512,904731,"06"
"6F6UN8G2KLVQNMSK",9508,904731,"04"
"YAC81-M4VGUKNJ7M",9567,1183088,"02"
"BYF2D1KL4J-CIUPQ",9553,944357,"05"
"IAIRXAOJMTGK5XRQ",9526,848097,"06"
"OGDEWWPWRXLRWS2U",9557,904731,"07"
"DNUMHDGL36ZITXMC",9549,828864,"02"
"RXADP6DTFSYQX75O",9469,828864,"02"
"CSCXYQZRV_C6BS_0",9512,848097,"14"
"DSGPPQ-EVEEVQIZ4",9546,904731,"09"
"1TJ2I5OONB-AQUEU",9487,904731,"05"
"_KG8NNN0BSC8_TVS",9479,777569,"02"
"HM06JPQYXSFKLFTQ",9547,864754,"02"
"6-7ZV2-6S7IIFGQ4",9537,944357,"02"
"T7RL7ZVKT4Z8IXEI",9455,904731,"14"
"9XWESWP72SG3PVB4",9504,944357,"05"
"VLZ-SG0EANH4UK-K",9520,988495,"06"
"8FRJBHCBZTBK4-FW",9548,904731,"04"
"GWQMWL5_V9P9ZJCO",9485,848097,"11"
"PC0UED4L7L2N8_QS",9532,805996,"07"
"LFOTK-N-BHRC5KQG",9526,739437,"19"
"RIXYJUGTSSFKKN-S",9466,805996,"04"
"79R8D5TND-7IW7J4",9567,848097,"14"
"3SXLJZIYQ_Q9IFT8",9547,904731,"08"
"SR5C93CWNRHRN9EC",9513,879483,"06"
"D9DZ3F6UTGINIVVU",9472,879483,"02"
"A8HG2ICJUCLK2HGQ",9501,988495,"05"
"I5ZDKCMEIX-1UQPY",9505,879483,"09"
"XDIV8TLERHJDECJG",9561,805996,"14"
"ZZ0YWU2KL8W2G2OM",9499,855027,"06"
"MQ3LJ6VEBX15MJS0",9519,879483,"04"
"A_2G_TGQ4W8KDJWI",9540,904731,"02"
"4CKJ9TGOAYZKR9UE",9472,805996,"03"
"TA-ENKTPOORLJY_E",9499,879483,"06"
"KQYBY9GVXODVLF-0",9560,848097,"07"
"RNNYECRNWOQDWHLG",9478,879483,"18"
"Q6MWFYUJXL-K0QWQ",9564,904731,"14"
"PLW5P0MLASODPLEM",9507,1011941,"07"
"IOF4YRGHQFNKO0YG",9490,1011941,"05"
"BWDRV3DXCCK5PUOU",9539,848097,"18"
"6KMHEHEKWHBVITKY",9456,828864,"02"
"N_S8EHF4EMDD9EHS",9536,904731,"04"
"BZB2JOJ5IO6JL3VE",9567,739437,"08"
"PSMNCKKBKOR_4EV8",9483,739437,"05"
"N1LR09UMQJ10JDRQ",9507,1139478,"06"
"WA-A4GBHUL0LYOSA",9521,904731,"06"
"B7T5KI5Y31BVA4N4",9520,1041480,"06"
"EBGETCDHRPM4YHT4",9535,904731,"02"
"6WFALGURD5F-JAYM",9500,777569,"11"
"CK9YUF2CFTLCFJH4",9471,904731,"04"
"VF3BGPTDDN3XB28W",9449,988495,"02"
"XI6O6BEXTL8T5RVW",9532,1011941,"06"
"M40QTOAWQTKVIM9O",9480,879483,"06"
"CVJP89R3QJEAPIE0",9504,848097,"18"
"YKOW5ALNK3PSOMFE",9500,960619,"05"
"OQAP2ISRXPNDOHWM",9553,805996,"03"
"CB04K4ZJLXYEPRR4",9478,879483,"05"
"L1GVHJI9DDE5K34E",9457,805996,"14"
"DLN-SMQMLM46W9MQ",9556,1066324,"02"
"SCYYD3SWA7U5QMQA",9554,848097,"05"
"O8FQEXHPTMOZUJYQ",9483,935465,"06"
"N4TCYERPXMGXC0WM",9532,925966,"03"
"VDJHYY7-RSOOKL8O",9526,879483,"02"
"NHGLWNZLE5P5IHL8",9539,828864,"08"
"N5PBOJ3ZVHH4GBTI",9555,988495,"06"
"KNAPEAKGO9PRVE9S",9550,1112753,"02"
"B9RXA6QCSSLXRTKO",9557,848097,"14"
"FLBS-LM4MNEO2KLE",9450,739437,"05"
"6IGEM0BXNZ-R6LXI",9479,960619,"06"
"WFAV1JYGVAX5_DTM",9486,848097,"18"
"ACFJZRSDDHOVLBCA",9533,879483,"05"
"PAKV219TSWG5P4MW",9483,777569,"19"
"HJQGVANV58XVPTMM",9528,1139478,"06"
"LKOVQV84JJSO2TVM",9567,925966,"06"
"P2EBWRECF4OLBX3S",9487,988495,"06"
"LP_AFRCYRIM8YDVQ",9464,1162623,"06"
"N6OGJYZDVNSV-M08",9548,952720,"18"
"0PMMOT29XANO3RRI",9532,848097,"02"
"SMBBMBV1RTVKJM08",9484,1011941,"02"
"XCCPHBZYPURUQCEI",9546,904731,"09"
"TQOEEIUVTD3SY0PA",9451,828864,"06"
"_LRCG62VYGVURJFQ",9548,848097,"08"
"YGH-QVW_O592VJWQ",9504,739437,"14"
"UCYHMBSMEJYELS1C",9519,848097,"09"
"IDKPZZWP81F-ZCI8",9555,904731,"05"
"TXJVQHJ8R7ZCMY0M",9477,975222,"07"
"URIMPNRU4TPXIVDC",9547,925966,"02"
"O4A_UD5T0ROQFYH8",9532,777569,"07"
"2ZQO5ZPZVYJ_6BFY",9520,739437,"14"
"Y120ZZGJBCMSDYK0",9500,805996,"05"
"UPDAER5Q-1BRZF3O",9473,739437,"07"
"DRLZWNBDX4BJNESO",9553,739437,"14"
"N5MAXDMKRLPM50PU",9508,805996,"14"
"CWYPAFW5OXQEEFN0",9457,848097,"05"
"L5VMMTNJ4LOOW27G",9462,1070113,"14"
"C641FXLGF9CHQ7YK",9456,777569,"05"
"7OBALCVGPTQDLHVU",9473,1112753,"06"
"RA6F7AYVVIQ-Z8IY",9512,988495,"18"
"IZE1EQ36RM1DN6YQ",9549,915763,"05"
"LQO-M0NK-R122CQ8",9548,1041480,"06"
"IPB-CMLVO3074UG0",9518,1022428,"02"
"8O1PYSMQGDYOLK8M",9563,1139478,"18"
"LGBI9VN95_3GGTLY",9477,848097,"08"
"MWSQE4S_JIK_PQXY",9472,904731,"06"
"07CNN69CNCFTJHJO",9549,904731,"14"
"EGO-WFXZOMLMJ79E",9539,1218170,"06"
"CG9H0KGFZFAW8QPQ",9457,1022428,"05"
"EYKJ1HISEBJ1FFW0",9512,904731,"06"
"XXSBXUZFWNLR0LJA",9477,864754,"02"
"H137QOHSBMCQNECE",9548,904731,"02"
"DL8QVNWX7NBJL7QS",9505,935465,"05"
"MQTD9CUMIUBQJXVI",9557,777569,"14"
"2KKRXALNT-Y134WC",9490,879483,"04"
"8ZYPPE8-S0-BSFUO",9472,739437,"02"
"AMXGPAZHIKOJ-DO8",9511,904731,"06"
"B7SP5I3E_E8H-6AG",9550,783845,"14"
"BSR6QBDYLRON60V0",9560,988495,"14"
"PDXOK36B4GKO2WPW",9518,848097,"05"
"PUSLRJK9SHVWVSD8",9456,805996,"14"
"AGND60BQDMXSPTSS",9473,925966,"02"
"HFPDKTMVBAACOBZU",9507,777569,"02"
"3AA0FZM7QUOJ0ESK",9501,805996,"18"
"CBJOYESUKOOUALOG",9529,848097,"18"
"1F0IEKE0T2TC3L7Y",9536,828864,"18"
"L1EN_J2UKL7BSK18",9484,904731,"14"
"HGVZK_8CXOVXU5UQ",9463,805996,"14"
"KYZKLU2ZNWA5EUOK",9511,1011941,"06"
"QTFDMIO5U7PO-K_Q",9536,904731,"07"
"TPWDN-_6GPIMAK6A",9540,739437,"14"
"H11LAVD3NI0ID5EU",9459,805996,"14"
"JPXZF9KUH2PEVHQO",9504,848097,"07"
"J7V5FFUWQ2LP2O0W",9532,876669,"06"
"AEYZKNX4Z3QOA0VA",9533,1006413,"02"
"RRFJF_VO1LWLTTV4",9555,1218170,"06"
"RAZWW5TIZXNRWFNK",9561,848097,"08"
"ZNZDSU9IP1TKG9SE",9450,848097,"19"
"XQTFMPNIGO5KWXHO",9535,879483,"14"
"0-IWM41YJKRRKYOU",9533,848097,"09"
"ICKGTYHCXY9XE8Y4",9505,739437,"14"
"2PPEURL0CP3VK1C8",9556,925966,"07"
"SSLXUJGHIAHZ0DEU",9567,805996,"07"
"CHNA7FQ3IJJQZKIY",9515,892709,"04"
"LMTSSRLEZDN8X2FW",9549,904731,"06"
"UZ5WYZFJWAHNIFR4",9511,975222,"02"
"5EMAHWTUFKVXJETU",9501,805996,"14"
"ANRJCO7PDAR2UP1S",9511,879483,"02"
"QEXX1RBLFTFSHNW4",9469,805996,"09"
"X59T8PKD36AO8H1K",9554,1218170,"06"
"NBAVK58HG9E50QGE",9472,848097,"03"
"3INWPHB5IK2LQ4DK",9476,864754,"02"
"_GEMH_QWHNVWOW7G",9548,960619,"04"
"3XTONKONWDJUJTDE",9528,1041480,"06"
"CJWFTY0SBM8BBQ3Y",9463,805996,"11"
"QKIXTY91CRPGGQT8",9485,739437,"19"
"RUPV8LUR-OGHSY3C",9535,805996,"14"
"FXOO1DU0L0RSJM28",9514,915763,"14"
"OC3WBXJYSYRQZTHY",9567,1080978,"06"
"DJ_UJCAHSJIE5SA4",9514,944357,"05"
"9ZUZY3FOKXJ6PPOG",9564,1094426,"06"
"XDDVAKHBXV8LB2V4",9459,892709,"06"
"XKHHRO1W9BPDKFA4",9501,805996,"14"
"BNKUATPI8A52KIVS",9499,915763,"14"
"HWQQLSDTFXKH1UYC",9473,848097,"14"
"Y5DRCRBQTDH0Q2Y8",9512,915763,"02"
"I50ETKEIJT6B7NWU",9463,739437,"02"
"ERRVDCNCP3UMNUIO",9452,739437,"05"
"U_OEJIUJS9IY4WL4",9470,864754,"14"
"VGNNESD4WOA3X8A0",9546,904731,"04"
"KAYXLDC1TKEM67L8",9549,777569,"11"
"H6TEN1ZJRBGBYLCS",9555,935465,"02"
"DN6FWIA-OMHUHVHI",9451,988495,"03"
"GAHB2TNIOACJTDFI",9562,848097,"03"
"UZK7D_JPEGUPU8YW",9564,1011941,"03"
"8IGB0S_OLP08D6AE",9450,805996,"18"
"D72TE4GWUW-P1YUS",9515,848097,"14"
"3DEEUSKEPYYYXBJA",9459,925966,"09"
"IVKKJP556YT15K24",9527,805996,"14"
"ZLLHAF2KJ_M3QEOA",9449,925966,"02"
"6RQHM8PAS16LUGO8",9511,851610,"08"
"VLGAWUPQ6QOANHMS",9533,805996,"14"
"VMHKC1X0YZ7G0EG4",9555,988495,"02"
"5YLQPO7ZADO3ID2K",9504,1041480,"02"
"VRTVTSX9KBWRVHPO",9451,739437,"19"
"3P7JFDGRALVED0WI",9520,848097,"06"
"NITE0SEWHTJIPFIC",9556,904731,"05"
"GE59OBSVSPBFYB-U",9548,1011941,"05"
"-SWRZNB5DB_GNERC",9470,944357,"02"
"14FYA9-Q4LKUA17K",9476,805996,"18"
"NKD7I4X6BLMJVFYS",9560,1112753,"14"
"KDQB6CPZ3V3TH0A0",9532,828864,"06"
"7PPVQYAMA7WWNHRY",9526,848097,"02"
"EVTXLE18R4XGPQD0",9469,848097,"08"
"9UZFV29VIAE-UGKW",9550,879483,"14"
"PEQOTDPJWXKVRZSW",9477,904731,"02"
"T_Y_AXYHHFWZ9M28",9486,836922,"07"
"B9T8M-R9ECKIHO-C",9554,739437,"14"
"6FN_D7KVDRHO_XNW",9550,848097,"05"
"BOFYJINDGJ8YKTE0",9511,925966,"06"
"TRJLUBY7CTP7ARYM",9472,805996,"09"
"RXMCUBPQSBKOBZXS",9553,904731,"02"
"WM0K5YE09-_QYPXI",9550,960619,"02"
"D5WXRFGHENSYCQSG",9463,988495,"06"
"HJVJWAYD_EIDJL1O",9505,848097,"06"
"GY0UNSS38K4PSCU0",9466,739437,"02"
"TPQNKRRACYF1REK4",9564,848097,"04"
"KBAMRXMXKSXZS20I",9561,925966,"02"
"MLDUYFIMI1T8MZ1E",9477,828864,"02"
"VJPZJOGSVCJITSM0",9567,1123949,"06"
"--OUUIAZZHUX-G58",9491,777569,"11"
"ANPUJ56VL32IWHSY",9532,848097,"14"
"0S9-9WKEDG7IJKPQ",9478,944357,"02"
"HXLOE_TYTJSPKQRO",9521,1022428,"05"
"WWWGZZIV58RTHNQM",9561,1139478,"06"
"ZRNSWQOZ7YB90OIS",9560,960619,"06"
"MCZVHM9UEC6M4W3M",9457,925966,"07"
"6F1XOSAM8LAXSLG0",9557,1058465,"14"
"R7HYKSQBE6CF804Y",9560,904731,"08"
"GF2VX_8D3CHIAONS",9547,805996,"07"
"XCKVY51DINPKBQLO",9561,944357,"14"
"J4HE_IJXV3CIRTGO",9555,805996,"14"
"7WZSYL0DZXC7RXSW",9478,904731,"03"
"92GFXI5O-DI3IQLM",9456,739437,"14"
"2IAI9E8GUMCC3JKQ",9540,892709,"08"
"YA2KSASYA7OI87PW",9473,904731,"02"
"ZSHKRM3GFZL9YSVW",9548,904731,"03"
"URERX8ZMEKI44FFA",9507,748203,"11"
"W4IDNY_NEU_RBB1Q",9533,848097,"18"
"XL4UZHJ6DIWOJ2TQ",9462,904731,"14"
"MJXKL02UKSTYUV4M",9476,944357,"06"
"DA8Y-EJJ2O8NB67I",9557,848097,"02"
"FDXYE4VSIR1E9V7O",9539,805996,"07"
"JKRUNKQZYYZJOSIM",9490,848097,"05"
"DMBBIXEESIQSS2UE",9546,848097,"02"
"HBWAHS_7K8EKMX6G",9479,828864,"07"
"RLFMBFIDOIZA-BGY",9490,739437,"06"
"X7QQVX7-MZGTDD5O",9511,1073816,"04"
"WIKHAF_QB_OJ-VYM",9536,848097,"06"
"B-0VSVBCGWW-BWBM",9512,988495,"06"
"XDEBV1KLZVFNCCOC",9469,952720,"06"
"AHBT5URBM1RXVTE8",9564,904731,"06"
"SDGCKY7D_KFTIDS4",9478,848097,"08"
"PW2CYZUE4OYZFWYG",9465,848097,"14"
"EHRCX_YVBC7S1Z2O",9533,777569,"02"
"XKLVVZATT_ARPK38",9527,848097,"04"
"AM5C20-SPWZXAHOY",9476,805996,"05"
"SHDOI9I0ZQ8TVQEU",9507,925966,"06"
"TLS8WZ3SJUM0URYU",9526,1011941,"05"
"0UV8SRU7Z5AJUVD4",9525,805996,"02"
"U5A7PI_5VJACJTB8",9455,960619,"14"
"84UFGYCOBCNZUHY0",9505,848097,"07"
"V_9G8LWJ-DJEK_O8",9556,777569,"14"
"7NQZTSEG_WWGPZUI",9477,777569,"05"
"SQCFCC5JOFKWN_LK",9560,777569,"14"
"S3ETWGTJ-QH8COLQ",9490,848097,"06"
"O3FF7OX5-KMGVJA4",9564,805996,"02"
"WLE1OA976-0XRDAC",9521,904731,"06"
"GLWSTZW9ORJRNTHW",9520,777569,"07"
"BSOWOICSV4UXYGFQ",9500,1080978,"07"
"3TTBMBFP9V1OAALW",9476,904731,"02"
"8E-UNBYQOY7QY7QE",9479,1011941,"04"
"O26-FKXD0OVSM4BU",9554,739437,"04"
"1BYSWNAW9IV-IDUU",9507,944357,"14"
"PXD3HRGUQWQLXIFS",9471,1080978,"06"
"LQA3JHFKZ8HU1PFE",9484,879483,"05"
"BYVVOYGOG2LJ0RWM",9480,848097,"04"
"7_QFLMQZXEPZDTRC",9500,879483,"19"
"XDAARKVKAJLXH5R8",9505,925966,"04"
"VXIFFUCLQGRHCBTA",9501,925966,"05"
"EGRX4KD0XFNPVKJO",9518,805996,"02"
"HSTBKELI5BF6MQA8",9525,925966,"14"
"VCJELOW7UF18WAX4",9563,1218170,"14"
"3Y4YZBFDVBLESMNO",9501,805996,"06"
"DOP-KIC19Y39F-OO",9512,848097,"02"
"TVTQVD0_JWG1ON4Y",9555,864754,"02"
"UTBBWMYAX-AZHNV4",9527,739437,"19"
"9IAB5K_GQQXSWM40",9522,739437,"14"
"KZP4OBGRK0NRZIMG",9561,960619,"06"
"JW5CEDX0QXABUP98",9553,805996,"05"
"HSSKG-S1-D7UEIKA",9456,925966,"02"
"UGZ68Q5KN-VXFMAU",9512,1139478,"06"
"I5OLUVPB6E1QOKEG",9561,805996,"07"
"RMTWQG_ANRITEIE8",9487,944357,"05"
"H6B6K4_NDFYVBMHW",9473,879483,"14"
"ECMIAR3UJAKQLWTU",9555,988495,"05"
"RKZJGWTWNWAGTGIA",9521,960619,"14"
"_KUNUBU-MQBYN_S0",9518,848097,"05"
"FTAJAB7FOVTJOYMA",9537,904731,"05"
"TJ46O9ZN36OAV_CW",9519,848097,"08"
"CP8UCM-8GS3VP8DM",9452,805996,"14"
"D1BJ_HGRZH6AZWQS",9459,739437,"14"
"0IA1Z4WRCAUXXMQQ",9462,904731,"06"
"V2PYCM1TR_S-MH7Q",9457,848097,"07"
"DP5UKWKCPGQOZIXS",9450,988495,"06"
"3XQOX7UQ5VB0IPQ8",9501,805996,"11"
"TLLW8ZA840ZOEFL8",9520,988495,"04"
"8KYJK8CCNFFZ4XDQ",9472,805996,"06"
"TOWIKYIHBNQOSPHA",9536,848097,"02"
"B8E3IE-UVSIUBD6K",9546,925966,"05"
"_613MU_KU8QXPYTI",9546,848097,"02"
"YROLKDEP_LRPOJJS",9485,1080978,"14"
"EBMPY4JWDFDHGLPA",9505,988495,"07"
"4AKB5RVZDUXTVOGC",9458,777569,"05"
"6N78PZD3KGCGCXAY",9478,756311,"14"
"JCO3YYSXPCBNNDVO",9527,904731,"06"
"ACDX342GYJFYHWBI",9522,848097,"05"
"1VLK6DP17MMJILEI",9557,1218170,"06"
"MTMRJY2WZ9V7T5UG",9455,848097,"11"
