"CUST_NO","TXN_DT"
"EWUEYFVO9TUOIAXC",9450
"XQFQI0AAQJQKYJ8G",9450
"-QL6YDDTQOT1C6JC",9460
"L9GNR5HF6XLMC17W",9508
"SORGF1UV6MUI_R9Y",9477
"M4FECYLJFMSJKE3G",9525
"M4FECYLJFMSJKE3G",9533
"M4FECYLJFMSJKE3G",9536
"QYJU0FY8TTSE0TKU",9526
"LTJAQSOAR7_MDWFY",9483
"LTJAQSOAR7_MDWFY",9490
"VOLMSUXH1LYP13LU",9463
"HFAZIQZCBNQMHTK4",9533
"POAUJBENS-5ZTX2C",9458
"SV5HBO0UQWPFNAS0",9560
"R5OAA_IVLDN_CJ2I",9504
"R5OAA_IVLDN_CJ2I",9495
"CCLGWJQ3T93QR0CK",9550
"ERZN4LGDQF4TPEQE",9527
"VULTI_DN904JLR24",9535
"ET519MS8RUDTD4IE",9473
"AEAKNBEVACKBRP40",9554
"XD0ZZN6MCU0ND_EC",9479
"BSY_B1NPUYHGY05W",9476
"1BGVRXMZSZHIK1YM",9507
"PPZVOG1TKNG9A1O0",9524
"UE7M4CPHC4EVL3ZM",9486
"H1M-ZRPF0R43_JWW",9505
"NGP-GSKE5KR8_NGQ",9513
"KVXEHIOZ4A2KRBMC",9517
"WDY-T9057N75TBNE",9564
"UO3OOQA8DA6-W_YK",9464
"QWYYQOQQ6DDS6HB0",9546
"QWYYQOQQ6DDS6HB0",9564
"9PSODHISQ8HCD5QI",9558
"UESMYUJ6AJIT38DM",9449
"XDD2HZF0BDWSRF10",9505
"TVTOGGXII8QJPZIY",9451
"TLXMQODWAIXZHE5M",9504
"TLXMQODWAIXZHE5M",9561
"8SUBNBX4VTFORCGG",9513
"JVIC7LOWGCMMFCQC",9499
"YBIAQF0ET_IVH8UK",9556
"REGVUYXXIA9V0WEM",9501
"TQ5CVQ_TZ23_3WSG",9508
"TQ5CVQ_TZ23_3WSG",9508
"PP8AAARNKXDFCKNQ",9472
"SEJYSKBRMVCY3CVG",9476
"QLTGNO6HTDEOOXTC",9465
"QLTGNO6HTDEOOXTC",9458
"GZE4DEXTVBMPOWPC",9521
"7XAE5E_I8J6Y77OE",9472
"UMPXHYED2LAYHTFG",9518
"MLYE_ARGUENHRBUY",9515
"IKAB77PIHOJKG7TI",9562
"QV0OF7ZFMZZEBINO",9561
"5HKBSRZOJWCARTGS",9521
"PUXVHP_WH-4M4IY4",9469
"BUKC1Z5HQOKEGYOE",9519
"VQVE1AQNO1KY2H20",9532
"MKAVK3GZCWM_KDX8",9469
"IQACC1CV7VY9FMQQ",9462
"K2JZ2TGURDVKDTUI",9518
"ZQLIQXOFJLU5N2IG",9509
"SN3BL1ILUPRYHZTE",9512
"KLYJSCWNVGFKRAHM",9492
"TAHQCG53UAJHLGES",9476
"EQIK5YW38RWSYFJK",9546
"YJQEU6YFZ4J9R-HA",9450
"KFWGXNZAWIFALWIC",9556
"KHHUSVY5IOEYDXXW",9520
"KHHUSVY5IOEYDXXW",9486
"OWVE_ZX9XHDRONXS",9554
"85STJ5FO2ILRT3RU",9451
"AHISE0YES9M0MVFI",9533
"OTQVSRKDBTTLJB-K",9560
"BLT6BQOMJXH_X4QY",9548
"BLT6BQOMJXH_X4QY",9548
"KPT2TFHM_27N77ZS",9566
"_ZQRAGUFM9OWISHG",9501
"_ZQRAGUFM9OWISHG",9501
"JLRXUDZRVUTU98-G",9463
"JLRXUDZRVUTU98-G",9463
"KGTBYSBVTXWBXUII",9549
"9NWGDYXFUC_5UNYG",9463
"Y6VHN20H7BRJHSQK",9550
"9KQXUVPUSAFDGH_G",9564
"CVLIWVYC8RLPBLYS",9515
"52FL1AX-RLWX5_9K",9545
"W4RMJRXVSA2PRRGM",9512
"32P7OSRY7TH08YKK",9555
"6A6I9CWDEZYTESZ0",9458
"H_XNMZJIFMNHJFWY",9546
"EI2UZIFBHS_ZCGDM",9475
"URHUX3PLBOILZIXQ",9478
"K0JIGYCSI_-WLME8",9539
"WO1HY1FD4B7RZCVW",9532
"LHXVOA7VEKHHWVAA",9508
"WYJIBYVYT8SUISXK",9548
"WYJIBYVYT8SUISXK",9452
"ZOC3OCHSHYP5JYU4",9461
"C-ROXEYHNI2GMVXI",9515
"V3DPFP-NWOYPTJBE",9529
"FNOXFO1HU49VYW-G",9500
"CZNWOFFVYO9WTLRW",9524
"MDIZ9S00BXZUE0XC",9511
"RB_X3VGES4U3WROG",9566
"HVSHT_GFSFR5EYVG",9540
"KARES63K-VIS4OWW",9450
"1L-YFMFGXKBEZQ4A",9476
"DGWAWJRHHLKKGLQQ",9504
"8ELPACM2VLGCNVGA",9450
"QR72-FIU1OL282CU",9545
"1DOTYGV8X6XBAD5C",9468
"KQ7OOE7-SLC4_UUI",9491
"B-KR1FDUYN9LXIGU",9500
"8CFJFGWCHXSP8YC4",9533
"-W5BYQFDVGB2AVYS",9540
"OFY_EGZYVXLVRBDK",9471
"I3B0QIBWRL_TCDMK",9567
"MTU2TZJJXWSWGJIM",9483
"V0QOTRC0KJ7-1WKK",9563
"KG5LSZSMF8RR10NW",9536
"KG5LSZSMF8RR10NW",9536
"2Y1HGFJ-ACXJROL8",9522
"15AKULNZRGN09P2S",9492
"PJ8AUNEQ6AV_2IQY",9452
"PJ8AUNEQ6AV_2IQY",9536
"E8YU2WWZTQMVAGXK",9466
"IMMGM9XHMPHLIC7Y",9541
"_V2COOFT_IK0EUOM",9471
"JIWQKUTHKUBULECM",9554
"JWAKT8MF5E8KOL7A",9486
"KWDHE9REZ0IC4TWQ",9548
"7MZMQUDDJ7NPCKGU",9520
"XMHOQHPUFLBW1DKO",9486
"-TTKC0_W5J4DW0XM",9557
"3CC_ZW5VAZZOZGQM",9462
"FALCF_N2HELBA8EE",9505
"GIYY-9COG6UCAO_A",9519
"GIYY-9COG6UCAO_A",9519
"TZNQVWQJAQHDORJI",9522
"DWO69BSKBFBC31SC",9462
"DWO69BSKBFBC31SC",9462
"KTOXGRGXRSIMES0E",9504
"QJUPVVXPXLLWGD08",9505
"-JUO9UNLQRUHWKA0",9562
"BGXCNIICUCRIR3W0",9463
"UQFQBG3FOZBDGDUC",9508
"F7I19TIW0PCJTWAW",9471
"OI5REZN9OSZG9NI0",9508
"YN-VFDFLJXIPQTFW",9500
"YN-VFDFLJXIPQTFW",9501
"UXE2UJAVTK-QGVE4",9478
"8WZQDD1OSI3WZJKW",9562
"EHW7E88RCBKYWC88",9538
"7XWVVFGLI56XSM-Q",9549
"4IYAU5OMZHUHPD0E",9502
"YHMI80W1NGDSHLDO",9450
"LW9LDXKGFE8YJ9E8",9561
"LW9LDXKGFE8YJ9E8",9560
"NUOFITEDTSHY5-DE",9517
"9POWIPNOCBUF7TNY",9456
"O6PHWZBKHRBP7BJE",9521
"WHKAAL29QJOXW9EW",9465
"EQQNX2JSR9PECN9I",9480
"30_4B7KEI9EMBJJA",9478
"5HSZN7WBIHMZZ3LE",9504
"2BV24RG8-4CCVB3O",9565
"RLE2V28E2NA8-HZM",9548
"1UABTFN_MED4FIIG",9501
"CTBVLHHNXFVHFFD8",9518
"7VE7TLF_W4U0-NGU",9520
"JN86PUCAZUZF-ISK",9492
"JN86PUCAZUZF-ISK",9478
"JDV0F5MMZZ-UUS5U",9476
"L7ENKI7H6BRLY2CC",9478
"L7ENKI7H6BRLY2CC",9478
"YGMURU4GZHWEXDDG",9550
"JSTMIVUNX81VSQP0",9490
"Z1JQCZNG7LEWHG3S",9512
"E-JR9Y3WSWX0S4JQ",9483
"KX_UOX5J88JVMJVA",9553
"VILNUEYOYJRG6FX0",9537
"QFBEJXIR2N9ARZ3K",9457
"WSPOAYVL4WXP67VU",9530
"WSPOAYVL4WXP67VU",9501
"FFNDZZMSPUJR9MGW",9515
"PZQHMD8JJTFXLSZ0",9505
"PZQHMD8JJTFXLSZ0",9505
"NNGNKCSJAYFDPMOI",9518
"T-C0Y-A2AGMS5GI8",9525
"US3BVCTKLWUVDTYY",9562
"MJBAX0EKPYZYZIWS",9471
"XYGRJCE_F01Q_CDW",9479
"XYGRJCE_F01Q_CDW",9479
"L_1WBKERJYJVGHI0",9519
"RJGQEGAPTF9EYXXU",9458
"KOVDC9CW83OD4BN8",9478
"7UV3FDWXQ9LPVUM4",9532
"DYDJWRK0IJS4QX30",9477
"FEGJYQIMB_0CPPPI",9505
"QQDJ-JIWVINDGASS",9454
"KTDSQJXE6Q-M1SE4",9456
"MHBBGMPNCK9IUI78",9511
"JTIGCU_LMMFQ_CEC",9504
"JAB74HKJFCVBVJGA",9563
"GRLYYAMCDA6WCEHE",9520
"UIWRWXO8MQTQCUOE",9505
"UKSBVB_M6V-PVWU0",9449
"G_OK9Q_KCAU1N4SI",9473
"G_OK9Q_KCAU1N4SI",9473
"RBISJ2U7DK2XEWQC",9519
"WRDECHP9BRCFFDV0",9501
"3DX1BA1HXMZLHCHG",9480
"XMN49UWDMYDPSNU8",9473
"MLQE2NQ40B8JN3IG",9533
"7QD_NNG_TIJHOVCI",9512
"7QD_NNG_TIJHOVCI",9466
"2ZIKDBCSG5J288WA",9507
"GLCP_XJ8HEIBLXJW",9557
"H6WYAS-XDENU0L8A",9449
"RAMESPCCMGSXNOYO",9465
"B6FQ3-941YFSJDBY",9512
"YXUGVL_APX8ZJERK",9512
"-NM7K-25ZVYDOMCE",9561
"MC6DOJHY89YBUMDY",9531
"_5Y1R0RTD_QBZUBO",9521
"IFN5YSOXKEHXQ_RA",9533
"JR8VM4FT4-J3YRYG",9500
"LCV1B5BR6D3M5SEU",9554
"MLF6QXCEIDRLLNCY",9471
"DSOFC9E30ZO2SYGQ",9533
"JNBJE9YYGWEI1CIE",9450
"JMHLZME7TJSYAC-A",9466
"PSHEUCUIWJ47LT0U",9515
"BCOYZ8DGPHVK-DM4",9522
"87-DHT0VNSNUUTKQ",9449
"2R1KWXBOI7K4XVYG",9520
"C5-JQAFVKGCEZI4G",9501
"MVZ8Y0VU9L9WEGKS",9472
"F4VUNQDFP7VDUZSY",9483
"TACW_LHSKNHZENBQ",9525
"TACW_LHSKNHZENBQ",9518
"TACW_LHSKNHZENBQ",9525
"4BXJ7FRIHSPHT1SG",9521
"F-JJ-NQBSGZVR0MK",9553
"LSAD2D29LDQRB3HW",9500
"NURK0ECZD5VLONPG",9477
"PWTI3LALHVVEPJQ0",9460
"K3VYIO22ZS7LCJ4I",9535
"CG5-JNDG5EXWC1HE",9465
"GN2FASGDHGCFCWHQ",9504
"AEZKIYWGD3AVFW5S",9473
"WYBBB7WODLRZAGGY",9450
"8QO-BACL-X68STOI",9527
"XWHKA0_WZE-7IAZE",9564
"CCKC1KZFRGFV9MUO",9455
"FP0G1JQENFZN8PY8",9564
"FT-SCO9_GYGXFQ8E",9505
"GCEU9OZGGHLAUDN8",9514
"OQLYLYLSBBIHGEYK",9515
"D_JXVRO8LACYYSA4",9539
"Y0GDQ12RKGM0RFH0",9451
"_WSIMYUHSSA14PFG",9556
"SRKP8UIZC04SUZO4",9499
"SRKP8UIZC04SUZO4",9499
"R9Z9TMEXXRJZYDL8",9511
"I1PXEEYVU7EIWKNM",9474
"HIIP7EF3IQB_ATPO",9561
"JHXAZHXB9SMK80HY",9466
"M9BXQDHWULOYDEKQ",9563
"147XNY0UBYMAYEEI",9556
"147XNY0UBYMAYEEI",9556
"2LTNFWYYNGJCP3LU",9472
"JDJRGIFJYJ7YRI3C",9504
"JDJRGIFJYJ7YRI3C",9461
"QJPBEBIPH730WLJ0",9455
"L6X19DPGJNVVAEHW",9478
"BHZKYZRBZ3EHSXX4",9505
"J4IGTTFTJWZV3UWW",9503
"AZFZQSZFZJP7UHNQ",9452
"GKP49BMGK5UDSUFK",9525
"GQYMGIZEJFUF-3DI",9555
"PAV7PYKGMZFTVH4Q",9519
"G8Q4L_YSB6LONAPG",9482
"8B_BAQSPWMC3Y6B8",9529
"XG7LFIBFRT6JZCVA",9521
"RA_H4QK0BSB2DAB4",9504
"OYNMZVIFWNSYCHUW",9533
"OYNMZVIFWNSYCHUW",9520
"OYNMZVIFWNSYCHUW",9557
"OYNMZVIFWNSYCHUW",9485
"PX80JRLKVUJ8BNHO",9513
"YQ_7TLBLLQNMZN9Q",9555
"EHBZJIMQUUHPGCVG",9465
"CDGX1PVHEUM3NMCA",9490
"CDGX1PVHEUM3NMCA",9465
"GET6SGO7RMBVIRZQ",9518
"VOWMJWPBQDYUBNQO",9529
"-48KS-OF0DRWRRXS",9528
"GM9XH5LCUTVZDLCA",9511
"FULAOAZK6-ULQH7U",9547
"UJOUSNUXTESVCXUK",9471
"UJOUSNUXTESVCXUK",9471
"UM9IXHTI-PIKLD1I",9476
"UM9IXHTI-PIKLD1I",9476
"LMWICHX4NC_TYZ1M",9463
"7VX1SXP25N0-KAUE",9455
"QIVIGAKJW1UQ-QIE",9506
"6Y56HO_7H-IYLPC8",9526
"SM428TP1AZUJX1W0",9514
"OHVMTBXJGDAU6S4U",9525
"OGICMSGE9ZE9NRTQ",9537
"DFH5TIPV2WKUH2VO",9464
"QDTVYDMOOUQQ0XNG",9449
"Y-MZUGD6-HHQMH7U",9507
"ZWC5R0SHARXCURY8",9449
"RSA3TRPSUMQLFHK4",9507
"-ZXJZ87TE2CTZ1KQ",9449
"EEU6KSQJ_R04JQSI",9452
"TM2LKBF91BQU43RU",9495
"_W8FFOXFIRJOWEZE",9464
"O8MD4OW5ZOPR7QPM",9450
"UW7LJD4AUTPE-ITG",9507
"JIULUIEI7A3ESWZM",9534
"Q6LWVT-WVNS3VNR4",9469
"LNWRI-S-T-1BDDCU",9526
"LNWRI-S-T-1BDDCU",9558
"NIVTUPG93ON8PA78",9461
"NIVTUPG93ON8PA78",9461
"GO6K0VSVOHHJRE2K",9511
"GO6K0VSVOHHJRE2K",9452
"GO6K0VSVOHHJRE2K",9511
"GO6K0VSVOHHJRE2K",9511
"GO6K0VSVOHHJRE2K",9518
"GO6K0VSVOHHJRE2K",9511
"GO6K0VSVOHHJRE2K",9511
"GO6K0VSVOHHJRE2K",9452
"GO6K0VSVOHHJRE2K",9518
"GO6K0VSVOHHJRE2K",9511
"QZMAGC0XJRN3RUQ4",9526
"IIPKGSLBWH8BDAYK",9548
"VCXA2CHZOEP1KTQA",9486
"WUL9VIPOZHUGLB0M",9504
"M5BN2_R-71GFVBL4",9456
"0N173O-OAATHZ_H8",9540
"3XMMDURRGTOMKBYY",9457
"RMEHMV4SMU-UHGC8",9544
"FMOGYW50SSYWF0GC",9540
"U3G6OYSB0NXIH9SG",9450
"BU9GFJYV8NBEF1_E",9521
"ACGBGJVEBU99SDPC",9473
"ACGBGJVEBU99SDPC",9460
"PN3WK-I6RUC_2EXM",9548
"EUUM1NHRBY6U1YTU",9500
"D3ZDGATVIHY6CYTG",9469
"KQHUE4C9XGWCOJAQ",9526
"SAWSE7TNBOJIC2OE",9504
"IAVENYNHRT0JULUG",9491
"PAJIDFGZODH4YWRQ",9547
"0INJXZWUWWMGQM3O",9548
"SZIFA4VDEEYXAGWI",9539
"HWNTCXCXTIDQNLOY",9456
"8IPV_DKUEG_XRI3K",9456
"2ILC6RJW6JBEU_VO",9479
"QIA-PJ_TQMU4L5CM",9470
"Q_WXJZOJRZVX0AKY",9557
"WIQOUKJB-R_BAKQG",9549
"LO5PY1P-B9CG4SNW",9484
"3ENW8ILSEGJHSRGK",9473
"LZ-KXM9CPUOZCNJS",9485
"O7-CRUZKOWMCJLWQ",9483
"CF5EABOOS1R3TWPE",9486
"1HCKGWILUWKKN8MI",9500
"80BHDWG26LYRZFLQ",9504
"XB9H6BTIB8MGJHP4",9513
"LRUNJN5ZJ8NSA9DC",9553
"XXSGCIHWTZD4GJWC",9490
"EYWCXKKNRPSBU_AW",9534
"BLCMASDMF655ZU2S",9540
"P3EMMZ7FPKFDWFRY",9556
"IXX32_GVJAJVZJHG",9480
"XZPCEHU1EUJOWZCU",9465
"FA5QQVAHLK_AUOHK",9490
"U0EU8V5K0MUD6TBA",9550
"MQJWA4VFPFIB1_TM",9485
"MQJWA4VFPFIB1_TM",9485
"JWWI1STJWBL-RPY4",9490
"YYJCYA6_3KWAJF3Q",9469
"CVVEMG9LY8E_GD3Y",9483
"5OHHE7RMLE0VBUJ4",9556
"5OHHE7RMLE0VBUJ4",9556
"VQG9SHU5RWAGOVR8",9513
"YRYAL5-EBNRSBG9O",9500
"XLZJH47X4IROOXV4",9508
"YB-8BBORGNQT1POQ",9507
"CFNK3ISSDYTRV624",9532
"CFNK3ISSDYTRV624",9539
"EYLYR4JGPDDZDRZG",9506
"COTDEMZZFBFCS3FA",9500
"31LHTRNC27Y9PPQA",9491
"B3AJDEJFUCHXKZAI",9553
"CYXXATOXWUWMUXEK",9547
"APIE2AYHJZGI0D5U",9469
"S3URHQQTG7MMSJBO",9476
"TAOUF2BJLUZSIODS",9542
"DBCU5HVICRKFPTZA",9478
"DBCU5HVICRKFPTZA",9504
"0KSYDWFTTLZ8YVMA",9540
"WC7Q_N_KMJPVC8NA",9465
"BPK8TZQINLO5PBJE",9527
"AACMFWIGCXX2VJTW",9460
"NPS-MOQ0FM70CAPO",9491
"NPS-MOQ0FM70CAPO",9491
"FL3BPJ4KC5MQDMKM",9529
"FL3BPJ4KC5MQDMKM",9548
"FL3BPJ4KC5MQDMKM",9529
"TZM1QTANQJDROTUY",9459
"TZM1QTANQJDROTUY",9459
"XRPE8BGBOWKH8AKO",9524
"HE2PFL-I5W33DDTM",9556
"XXJVLTV_KAWLGYTI",9491
"QAMY2FVQQFEUOYHQ",9458
"KPUKMN9A8OP9GNR8",9553
"DRMUMLBGBMK5SOGO",9473
"EABCB9UUTNJGMM9I",9480
"UBAMREQWBT-HOP7G",9464
"L1-L3IAHNBRLSQTU",9549
"BDS6HPTNOA1P_3ZU",9515
"ZPIBNATI3ZIGA1HE",9457
"JYD3BSHGEIQX6NDO",9518
"JYD3BSHGEIQX6NDO",9505
"JYD3BSHGEIQX6NDO",9518
"JYD3BSHGEIQX6NDO",9502
"JYD3BSHGEIQX6NDO",9499
"JYD3BSHGEIQX6NDO",9505
"ZXGOE7QMP96IFTS8",9508
"6BHPGWEL5UFHQZCU",9473
"PNJC98KABAQNBKDA",9533
"VUX8WVBDS1GG610K",9459
"UO7CP3JGADQXW9H4",9483
"D8QLSHEXPDNN9NPW",9460
"JCHUJ40SFEY-WJCW",9519
"U7W9BSGYPWLHNYJ4",9522
"BOP4EZBUNWEYMSDK",9463
"BOP4EZBUNWEYMSDK",9466
"ASLGODNRTOTCBT4E",9522
"L5O-0STZMPKDTIWY",9557
"TWHZIEYPZJVG2T-S",9567
"OJGGLXZXKVNARVO0",9489
"95RLC_AY2AOT4EPA",9529
"IFX-Q2XVCASWYJWQ",9560
"YT9BGFRRK4JUVQDM",9458
"JLWPR4IDK8IKKFAY",9451
"5F1QHDG60DWSMQOA",9528
"D0PCLGQGUND7NO7Q",9464
"D0PCLGQGUND7NO7Q",9464
"FC83RALUKZMRV9PY",9554
"K9UF7QZ6RH-Z-KUK",9448
"K9UF7QZ6RH-Z-KUK",9450
"I4GWT-HRGOAHQWBS",9456
"VCYXDS-KH3J4OFW0",9500
"KY0IISJQKB0FTCAG",9450
"IXHFVSAHOMOO-WOE",9486
"1FQSCDMOY1LDMEOA",9471
"ZGCV6UY3HHB6F3LE",9520
"AF8XKUU9MHBELMGK",9535
"S6-KLCPQZPNRZXCY",9549
"MPJPAXCQZAMIZ8AE",9508
"YJGOQUATTEZ4N2MO",9470
"PQ6AV31XCG2CUKJ8",9504
"ZPPXF7WPFVNXHVPK",9522
"ZPPXF7WPFVNXHVPK",9514
"7UZTB-BQLY9N3FGW",9483
"GNMP76DAZOP0EU3A",9525
"9GXTZLDFVGEDFL5O",9513
"9GXTZLDFVGEDFL5O",9513
"TRHFSEEFVB8KGORM",9501
"RGF1CWB1YMVULO_M",9536
"VR4YDW86U8L725XS",9513
"FIZDRD5P1AAJ1H0I",9457
"HUS6RPEMZHUCIBM0",9558
"8F8CNYUNTEGYBX64",9528
"7CMJEVM49TB8ELNG",9483
"2TYSMCCXJM7FA0X0",9453
"DSQYR7IYISHI6FLU",9513
"-PUJQOSW76IKZUF0",9505
"THI0SEXIYEIVXBHI",9458
"THI0SEXIYEIVXBHI",9458
"ZEHBEF6F60SHKDBM",9451
"HGHQFDVOBOJCBDLY",9527
"LSZCU6F-NHVQLA64",9455
"A8CTQ7OB7KHFT2KG",9525
"A8CTQ7OB7KHFT2KG",9525
"GN2NUQ0DXXENQTCQ",9479
"EQWK_11CE-ZVZGMU",9507
"XC6EQTLHM60WKRPO",9513
"XC6EQTLHM60WKRPO",9513
"GW4ARDYKHX34QVHY",9521
"GW4ARDYKHX34QVHY",9490
"YCUD38VQGZNCHIQE",9553
"J217YR0TCLDK93NO",9548
"J217YR0TCLDK93NO",9508
"1GA34-GWJCUI2OHS",9508
"NZBK-IGH1YZO88D0",9464
"M7YP8KOCTSEYZV_O",9562
"M7YP8KOCTSEYZV_O",9554
"R5KLWZT5RL3TBYK0",9479
"B5XNXQ3JD5HGSS_I",9478
"ZZPKO4PSONE17AHO",9527
"95XUEC1MIVHFVOP8",9518
"ATUO6ZIWYWJKK5LW",9567
"SHQYKTXXJLY6FICW",9511
"XQTH6YIUXG3GG6Q4",9490
"BHTJEU6XQPFOU9HK",9504
"BHTJEU6XQPFOU9HK",9466
"17GZ6BKN-RMQCYD0",9535
"ZJDBH31KZ9XUHQ1Y",9546
"8RFL2PBZBOQEDO78",9504
"YD80SIUDWSXP06UK",9528
"YD80SIUDWSXP06UK",9481
"U5YVOQWU159DAQCS",9472
"BCXZOC7QEPKYKTDA",9520
"193-NLWBE1WJDX5I",9455
"OHSGMQ3SDEUP1ZRQ",9527
"FYB1ZZ_6FPMCDFTA",9525
"XIYKXJKDZM4HWW68",9548
"8KCNGNAUCJMUKCS4",9506
"LGQKU7AG962E8QUQ",9514
"5GKSBDJXE8MRQXQK",9463
"9HQ_WRN8VKU6HFSA",9455
"9HQ_WRN8VKU6HFSA",9459
"33ISU5ISGYHNT5OK",9502
"33ISU5ISGYHNT5OK",9504
"JQ6EKTU-RZHAIKFM",9449
"SQM3H6MW8JXF-OV4",9549
"AKZ9WJFFCAZVK_OY",9556
"HFIAREYGTWI_PKKA",9512
"4BVFWNUQQR870M_A",9534
"AEJM-4KSCGSSUNR0",9518
"BQ0BFUAXGQG1C_V0",9471
"BKCY06HQQ25LIB08",9553
"0V_-PN-D8FBX7ZYQ",9470
"0V_-PN-D8FBX7ZYQ",9470
"YBYKG5FERK03XYOW",9519
"XCAFTZOPFWSFBWKG",9491
"T4HWW-ZVJJSLRTYM",9498
"LM4JVFSBQVIRIBDE",9484
"LM4JVFSBQVIRIBDE",9484
"RSZMTP5F3U1KFPEK",9518
"MQPMPMY2OOJZX0WK",9452
"MHOY0AG_TWERC-DM",9548
"MHOY0AG_TWERC-DM",9531
"ACXNLNP0DJYC28GO",9465
"T0ZSCAQPOK2_XQVI",9505
"RKCZDUN1HQNQAPZY",9453
"5_M4A5PGIUXN8YD4",9548
"KTB5WPWPSFO5XPHY",9512
"FOMMJFJTPEQ74LQQ",9510
"FOMMJFJTPEQ74LQQ",9510
"L5RZWYWSXND5PKSA",9546
"L5RZWYWSXND5PKSA",9549
"UXQRXPLO9WU2WFL0",9554
"Z30XIOTBD109VLLO",9452
"C5PUBNCXDRDY3CB8",9470
"PQTAHEIHXJWZBYL8",9504
"OY9XWRSM78B2SSMK",9487
"ZYBK14AQIEVWKL7C",9451
"9MPPKMZUOOZIF6U8",9464
"ZSHP0WHNMPLONQI8",9535
"QUS4Y4ZJZXVZB6PK",9485
"MMSBAL9ABVOYZKXW",9462
"T0FDPTIFONXZBDHK",9454
"A1GHL4-E5WEDDUVC",9539
"A1GHL4-E5WEDDUVC",9539
"GUX3ZCTKKFGYPQSM",9466
"S4W43LUULKZ-PUOA",9479
"IHPODOPETBNFZQUW",9526
"5MFZXM63N3IUZKHA",9557
"ZGTUX2P6HMQI6B6M",9555
"SZ2U5RK488GZAZRO",9501
"Y6QZFMXFADOCTHWY",9518
"9Y23WCN2C6PYJG3I",9567
"ILYW1DVBEU5RVKB0",9555
"6QT7ZHLF6ZEMSGFU",9557
"N5JYDYR28LTQ6R_K",9510
"OEX5UCEIA9YTYJXO",9558
"OCHY_IL5UEOIQLTM",9463
"OCHY_IL5UEOIQLTM",9463
"R3DWQEKWJNXUAVBQ",9564
"TL4YUH21QLZFNMBM",9505
"TL4YUH21QLZFNMBM",9505
"NF_6E6BHV21LIUSE",9479
"HJHKX28AK6DWHTTI",9470
"HJHKX28AK6DWHTTI",9464
"GRYVJGQL_JC0EF9G",9507
"TKKJYOLCCROAMY-Q",9552
"L2KLLMYD3ZZOU3YA",9494
"NPK0CPT3UAAL7J_U",9505
"Y7ICOXQOMG87Q5YC",9528
"CAIY9XDKVOQ6ZDOC",9458
"XLOV29Z7IBWPVTWS",9477
"OI0UW__TCESH1RIS",9479
"VMIBIHLZ4A2WFHG8",9457
"CUHUO-X1N1-QN6QQ",9451
"O8U403KAMS26L8AQ",9528
"O8U403KAMS26L8AQ",9470
"W4MK_VYEAJV76SUK",9505
"W4MK_VYEAJV76SUK",9505
"CLPNAYZFXYVC4TAO",9484
"YF-FWYEPJLRQZY8Q",9546
"OAFOFWJQUERLSDQK",9536
"9IHS63XTEPNYYO1M",9456
"SXODW-N3XH4CHIAK",9561
"4ME8RHA3RNA25MHC",9476
"4ME8RHA3RNA25MHC",9499
"4ME8RHA3RNA25MHC",9499
"3R3WD6NRBHOHYQ-U",9497
"3R3WD6NRBHOHYQ-U",9497
"PXTGVZID_DSLWI8Y",9491
"IC-AYFIUKMKNA0CC",9517
"N_LCJA8JNWFUKQRW",9472
"IITRBVU7RZ0OXA70",9505
"-JVIVGWRKOVXRI3Y",9560
"JLV7KSLABL7LIHZE",9449
"HZYDFVC8JK5O_SFS",9476
"DWO1MJAKAHDWIYNO",9485
"D_FHPRE2V_DMEPO0",9469
"KTPRZGFXHRPCD8Q4",9476
"BYATTJIQMIBEGLCE",9540
"KVTBCRIFIYJT9WB0",9541
"UBXNL1MWETYDMUVK",9455
"4ZUPXHKDOVPAHLQ0",9480
"RATCMUWDUPLGZDY0",9548
"6YWWEMNYXWUWUYRQ",9457
"MJAWD7JQIYR2XHK0",9555
"VB-YTGRB82DRWU_W",9534
"VB-YTGRB82DRWU_W",9531
"VB-YTGRB82DRWU_W",9533
"PASKIP1SQPJL5V2O",9471
"DHWIQNMIMOH6YJKU",9457
"DHWIQNMIMOH6YJKU",9457
"UVRVR2FTZJTRWRKY",9525
"JC1WAE2YXYM0FZBS",9504
"RECYKF0KOJA2WQCO",9540
"TCQ7KIAXLWS2UUWY",9485
"EWGRSMXB_NXSP--S",9464
"UDAQBJHUCVV6UEI4",9491
"AFGCADZPEVWKGOZA",9514
"AFGCADZPEVWKGOZA",9525
"PYVLYEXSLZ2MGE2U",9512
"U1OQ2EXTSAGMGOOE",9486
"PQ475AIZZ04EY0CG",9501
"PQ475AIZZ04EY0CG",9450
"IL6IIEJFP8PGEAXM",9507
"IL6IIEJFP8PGEAXM",9507
"QIFNJGHRNE_H1FSE",9464
"QIFNJGHRNE_H1FSE",9464
"OF8WRSZ9QPAEKR_S",9533
"D9MSLKYOBHKSM3OC",9529
"D9MSLKYOBHKSM3OC",9538
"D9MSLKYOBHKSM3OC",9529
"D9MSLKYOBHKSM3OC",9534
"JX8GZK3W1QBSLV9K",9455
"N6DAIWQ3JMGRXPPI",9492
"KMIAL8VDO1LWDOA0",9476
"-V4BXYV_IURJDNXM",9462
"1U3EV1NXJWTXXBYG",9515
"FSAZLWQSC5HCBJKU",9471
"LFPYFMNXW5KGNLYY",9498
"4TENHPZAHENKRBHM",9490
