"CUST_NO","TXN_DT","CUST_RISK_CODE","INVEST_TYPE_CODE","WM_TXN_AMT"
"VWJG81QCMDSGP4X0",9505,4.0,1,605885
"ET1FQOQVXSK3HISU",9473,4.0,1,1364860
"ET1FQOQVXSK3HISU",9492,4.0,1,1502119
"ET1FQOQVXSK3HISU",9521,4.0,1,530233
"ET1FQOQVXSK3HISU",9521,4.0,1,505049
"OMFDPN1DIPTRAS3C",9480,4.0,1,922360
"LE571R1YRZB46TUK",9484,4.0,1,671057
"LE571R1YRZB46TUK",9487,4.0,1,608976
"LE571R1YRZB46TUK",9520,4.0,1,869742
"LE571R1YRZB46TUK",9540,4.0,1,506400
"LE571R1YRZB46TUK",9548,4.0,1,528324
"DDABRNLTPZGW6T0Q",9553,4.0,1,1165775
"MO5HXANVHMHXCXJS",9519,3.0,1,505049
"MO5HXANVHMHXCXJS",9529,3.0,1,901677
"MW1OYXSF_DTVXHNM",9450,4.0,1,605885
"MYLGZKDAMLU7P9C0",9508,4.0,1,1199713
"MYLGZKDAMLU7P9C0",9546,4.0,1,1089792
"WBSSTLVZVXD-8NJ0",9546,4.0,1,1074307
"HC2QWVBTQ1O-W7IY",9512,3.0,1,1007605
"HC2QWVBTQ1O-W7IY",9553,3.0,1,821895
"R__ZXFDC3O_7SYVW",9450,3.0,1,1061490
"R__ZXFDC3O_7SYVW",9480,3.0,1,505049
"4FF-X88SUXYDNPOM",9505,4.0,1,391501
"K8VVHRNMMAWLNT24",9459,4.0,1,571885
"K8VVHRNMMAWLNT24",9478,4.0,1,605885
"K8VVHRNMMAWLNT24",9520,4.0,1,597935
"K8VVHRNMMAWLNT24",9520,4.0,1,605885
"K8VVHRNMMAWLNT24",9520,4.0,1,605885
"K8VVHRNMMAWLNT24",9522,4.0,1,605885
"K8VVHRNMMAWLNT24",9529,4.0,1,605885
"WUAMSASJIMHMCKIQ",9450,4.0,1,1430739
"WUAMSASJIMHMCKIQ",9532,4.0,1,1398239
"-LDH96D0DONFAZ4M",9487,4.0,1,605885
"NE5EU5QEUKOVRG3E",9553,3.0,1,1530289
"US6DBU5ZRVLW9-0Q",9476,4.0,1,1364860
"T5CTZBDVAG3UAIOK",9536,4.0,1,439191
"T5CTZBDVAG3UAIOK",9540,4.0,1,1061490
"K5NYKCQBEWBJBCUG",9515,4.0,1,505049
"63VIKYJONTFLLJVQ",9564,4.0,1,620876
"SGR4NOPWTPS9_YR4",9450,3.0,1,605885
"IREDNNXQF3JBUCRM",9540,3.0,1,1218390
"OSQA2N1CKQEI-H9G",9519,3.0,1,439191
"OSQA2N1CKQEI-H9G",9533,3.0,1,439191
"OSQA2N1CKQEI-H9G",9540,3.0,1,439191
"OSQA2N1CKQEI-H9G",9547,3.0,1,318417
"OSQA2N1CKQEI-H9G",9548,3.0,1,475451
"OSQA2N1CKQEI-H9G",9550,3.0,1,318417
"2YDFBMOVXFFHCZQQ",9499,4.0,1,318417
"2YDFBMOVXFFHCZQQ",9512,4.0,1,366858
"TATQO50SGB9M6KUK",9456,3.0,1,605885
"TATQO50SGB9M6KUK",9520,3.0,1,605885
"NFJSACSC_7ELRWM4",9472,4.0,1,509044
"7KRF73MEK7Q20NZQ",9472,3.0,1,721714
"FEXLVNR117T5POCS",9539,4.0,1,1094270
"FEXLVNR117T5POCS",9553,4.0,1,918348
"E8BEK3RIVLN2_FUC",9471,4.0,1,439191
"E8BEK3RIVLN2_FUC",9471,4.0,1,439191
"WDUWUKGXGWRCZIUW",9508,3.0,1,1839040
"JI70OB912W-1BXLS",9456,4.0,1,1048890
"JI70OB912W-1BXLS",9491,4.0,1,554314
"JI70OB912W-1BXLS",9492,4.0,1,883903
"JI70OB912W-1BXLS",9515,4.0,1,685844
"PIELUVQ3UBMU1EP8",9450,4.0,1,2256205
"I_4MXNNMEXRQPVJ8",9555,3.0,1,992463
"TNRWQ8BWCA6UEAJ8",9533,2.0,1,1061490
"TNRWQ8BWCA6UEAJ8",9556,2.0,1,336670
"TNRWQ8BWCA6UEAJ8",9563,2.0,1,1048890
"BCGWTCQCLGQF1JES",9470,3.0,1,1061490
"Y8FJ0NVB_OZIKJ3M",9451,2.0,1,1364860
"CF9HJPTP84RM7OLG",9527,3.0,1,625160
"LT7Y-DBG5FUKXAZ4",9480,3.0,1,1364860
"PB1Z6MIJTGWBGUIC",9561,3.0,1,837768
"B_UI1WOSIRFWKN74",9553,3.0,1,797298
"IVTYDYUIOFBC5BMU",9553,4.0,1,1165775
"4P_RQ93CUYEN4PX0",9519,3.0,1,973187
"TCIT_GQNGSKA_88C",9553,3.0,1,1558628
"63KQTXJKNPDDFKGK",9457,3.0,1,721714
"63KQTXJKNPDDFKGK",9457,3.0,1,797298
"63KQTXJKNPDDFKGK",9458,3.0,1,901677
"63KQTXJKNPDDFKGK",9553,3.0,1,1061490
"LZ0EHEGY0YY4VQRS",9562,4.0,1,1783576
"XJSDJQFYNYVL5R7U",9519,4.0,1,505049
"XJSDJQFYNYVL5R7U",9519,4.0,1,505049
"L92D1MIZOXEV0HAW",9480,4.0,1,1530289
"ATGPHG4TNCCFS1DO",9449,4.0,1,1397334
"ATGPHG4TNCCFS1DO",9449,4.0,1,790448
"ATGPHG4TNCCFS1DO",9455,4.0,1,682659
"ATGPHG4TNCCFS1DO",9466,4.0,1,1044046
"ATGPHG4TNCCFS1DO",9466,4.0,1,749331
"ATGPHG4TNCCFS1DO",9466,4.0,1,749331
"ATGPHG4TNCCFS1DO",9466,4.0,1,677484
"ATGPHG4TNCCFS1DO",9466,4.0,1,975994
"ATGPHG4TNCCFS1DO",9466,4.0,1,567380
"ATGPHG4TNCCFS1DO",9466,4.0,1,567380
"ATGPHG4TNCCFS1DO",9466,4.0,1,803960
"ATGPHG4TNCCFS1DO",9470,4.0,1,678337
"ATGPHG4TNCCFS1DO",9472,4.0,1,955188
"ATGPHG4TNCCFS1DO",9472,4.0,1,867550
"ATGPHG4TNCCFS1DO",9472,4.0,1,732629
"ATGPHG4TNCCFS1DO",9472,4.0,1,732629
"ATGPHG4TNCCFS1DO",9472,4.0,1,1145204
"ATGPHG4TNCCFS1DO",9472,4.0,1,867550
"ATGPHG4TNCCFS1DO",9472,4.0,1,1536394
"ATGPHG4TNCCFS1DO",9472,4.0,1,1341229
"ATGPHG4TNCCFS1DO",9472,4.0,1,867305
"ATGPHG4TNCCFS1DO",9472,4.0,1,1564645
"ATGPHG4TNCCFS1DO",9472,4.0,1,955188
"ATGPHG4TNCCFS1DO",9478,4.0,1,1101306
"ATGPHG4TNCCFS1DO",9478,4.0,1,1208955
"ATGPHG4TNCCFS1DO",9478,4.0,1,1030053
"ATGPHG4TNCCFS1DO",9478,4.0,1,1159468
"ATGPHG4TNCCFS1DO",9478,4.0,1,1030053
"ATGPHG4TNCCFS1DO",9478,4.0,1,792727
"ATGPHG4TNCCFS1DO",9478,4.0,1,1159468
"ATGPHG4TNCCFS1DO",9478,4.0,1,1030053
"ATGPHG4TNCCFS1DO",9480,4.0,1,1672299
"ATGPHG4TNCCFS1DO",9480,4.0,1,1096044
"ATGPHG4TNCCFS1DO",9483,4.0,1,1452523
"ATGPHG4TNCCFS1DO",9483,4.0,1,874452
"ATGPHG4TNCCFS1DO",9490,4.0,1,1681990
"ATGPHG4TNCCFS1DO",9507,4.0,1,1378557
"ATGPHG4TNCCFS1DO",9513,4.0,1,707870
"ATGPHG4TNCCFS1DO",9513,4.0,1,393463
"ATGPHG4TNCCFS1DO",9513,4.0,1,593833
"ATGPHG4TNCCFS1DO",9513,4.0,1,1512620
"ATGPHG4TNCCFS1DO",9513,4.0,1,707870
"ATGPHG4TNCCFS1DO",9513,4.0,1,504914
"ATGPHG4TNCCFS1DO",9513,4.0,1,1125882
"ATGPHG4TNCCFS1DO",9513,4.0,1,429718
"ATGPHG4TNCCFS1DO",9521,4.0,1,1697236
"ATGPHG4TNCCFS1DO",9525,4.0,1,1693471
"ATGPHG4TNCCFS1DO",9527,4.0,1,1821811
"ATGPHG4TNCCFS1DO",9528,4.0,1,1334661
"ATGPHG4TNCCFS1DO",9528,4.0,1,1381868
"ATGPHG4TNCCFS1DO",9528,4.0,1,1037248
"ATGPHG4TNCCFS1DO",9528,4.0,1,1280672
"ATGPHG4TNCCFS1DO",9532,4.0,1,1018329
"ATGPHG4TNCCFS1DO",9532,4.0,1,1018329
"ATGPHG4TNCCFS1DO",9532,4.0,1,1478906
"ATGPHG4TNCCFS1DO",9532,4.0,1,1723489
"ATGPHG4TNCCFS1DO",9532,4.0,1,1290079
"ATGPHG4TNCCFS1DO",9532,4.0,1,1321238
"ATGPHG4TNCCFS1DO",9532,4.0,1,769774
"ATGPHG4TNCCFS1DO",9532,4.0,1,1632753
"ATGPHG4TNCCFS1DO",9540,4.0,1,1439655
"ATGPHG4TNCCFS1DO",9540,4.0,1,1601253
"ATGPHG4TNCCFS1DO",9548,4.0,1,865241
"ATGPHG4TNCCFS1DO",9548,4.0,1,865241
"ATGPHG4TNCCFS1DO",9548,4.0,1,1120386
"ATGPHG4TNCCFS1DO",9548,4.0,1,1196989
"ATGPHG4TNCCFS1DO",9548,4.0,1,1312721
"ATGPHG4TNCCFS1DO",9556,4.0,1,1346806
"ATGPHG4TNCCFS1DO",9556,4.0,1,1519804
"ATGPHG4TNCCFS1DO",9556,4.0,1,856814
"ATGPHG4TNCCFS1DO",9556,4.0,1,1668225
"ATGPHG4TNCCFS1DO",9557,4.0,1,2074526
"ATGPHG4TNCCFS1DO",9557,4.0,1,2526572
"3AVEKYKO2ZJNTDUO",9469,3.0,1,1107338
"G20FD9Y0X57EPTRS",9553,4.0,1,1061490
"UJJZCBNK3ADDOEGA",9490,3.0,1,634813
"VQNRKPHIS5HMWZG4",9476,3.0,1,678337
"VQNRKPHIS5HMWZG4",9483,3.0,1,647850
"VQNRKPHIS5HMWZG4",9484,3.0,1,505049
"VQNRKPHIS5HMWZG4",9521,3.0,1,797298
"VQNRKPHIS5HMWZG4",9529,3.0,1,712582
"-OQ8BW2J9__SURSM",9512,3.0,1,827680
"F_4CJOYYZMP3128I",9452,4.0,1,678511
"F_4CJOYYZMP3128I",9553,4.0,1,489278
"F_4CJOYYZMP3128I",9553,4.0,1,425802
"F_4CJOYYZMP3128I",9554,4.0,1,1364860
"ID7UKGWO90MARU3Q",9470,4.0,1,528110
"N0K0JGLKKEFTG0KE",9452,4.0,1,605885
"N0K0JGLKKEFTG0KE",9485,4.0,1,605885
"N0K0JGLKKEFTG0KE",9486,4.0,1,1061490
"N0K0JGLKKEFTG0KE",9513,4.0,1,1165775
"N0K0JGLKKEFTG0KE",9518,4.0,1,605885
"N0K0JGLKKEFTG0KE",9549,4.0,1,1165775
"N0K0JGLKKEFTG0KE",9560,4.0,1,1165775
"N0K0JGLKKEFTG0KE",9562,4.0,1,605885
"YYO9ZDWR57P_COCU",9554,4.0,1,1783576
"MJ5DVEOW3YCJANZG",9511,3.0,1,901677
"VLR6PI24YSM6VHWM",9449,4.0,1,439191
"VLR6PI24YSM6VHWM",9473,4.0,1,439191
"VLR6PI24YSM6VHWM",9504,4.0,1,475451
"EVJNVY1HXQVAR0S0",9555,3.0,1,1783576
"XPMI4AB3CGYKPML4",9450,4.0,1,605885
"XPMI4AB3CGYKPML4",9500,4.0,1,634813
"Z8D1PH-TNGVO8K5Q",9505,3.0,1,1007605
"TLSRZLHKVOZVRFBC",9515,3.0,1,505049
"TLSRZLHKVOZVRFBC",9553,3.0,1,1061490
"LYW4MVKAIM_BIFVI",9553,4.0,1,1297733
"KFMZOWVHRFSS0ATU",9508,3.0,1,1165775
"AUSMIHKJFOAMMCZG",9457,4.0,1,1061490
"AUSMIHKJFOAMMCZG",9457,4.0,1,1364860
"PSGMLMVH6Z7YVZYI",9458,3.0,1,869742
"PSGMLMVH6Z7YVZYI",9458,3.0,1,864846
"RD6_RW_HA2ZB_PEG",9553,2.0,1,1245067
"ACQ8FI147NK2PRHE",9522,4.0,1,580973
"FGMVREEMDAYCYPRU",9521,4.0,1,937850
"FGMVREEMDAYCYPRU",9532,4.0,1,1061490
"FGMVREEMDAYCYPRU",9547,4.0,1,1061490
"FZYRHJYU-YR_Z7ZE",9491,4.0,1,254794
"FZYRHJYU-YR_Z7ZE",9537,4.0,1,318417
"E2IIJ9RPJOVELLQK",9535,3.0,1,213240
"WUMFSGVSZEELLQIO",9536,4.0,1,439191
"WUMFSGVSZEELLQIO",9549,4.0,1,439191
"L8QZCVCTWCZEJAQC",9505,3.0,1,1364860
"CSRKRKCV5VXYTMI0",9553,4.0,1,976490
"ZE9ZGTMHEK9RS3Z4",9486,3.0,1,213240
"ZE9ZGTMHEK9RS3Z4",9533,3.0,1,605885
"ZE9ZGTMHEK9RS3Z4",9550,4.0,1,721714
"4GZQCOZYOEF7UIJC",9557,4.0,1,901677
"4GZQCOZYOEF7UIJC",9563,4.0,1,901677
"J9BQPKVTXEYMCS4C",9470,3.0,1,1295273
"J9BQPKVTXEYMCS4C",9554,3.0,1,1073596
"DTDVPJHSJLQQTHY4",9546,4.0,1,1165775
"DTDVPJHSJLQQTHY4",9553,4.0,1,874547
"DGHSPW3XNAIQVCA0",9553,3.0,1,1061490
"EVR710WYJ7YMK1RG",9547,4.0,1,797298
"EVR710WYJ7YMK1RG",9549,4.0,1,671684
"EVR710WYJ7YMK1RG",9553,4.0,1,1364860
"Y0WVA92_L-UQJPLQ",9528,3.0,1,1593547
"Y0WVA92_L-UQJPLQ",9537,3.0,1,605885
"9BDQWAHOPOPZJT38",9499,3.0,1,213240
"NGF-AFEFAQSXOJZQ",9491,3.0,1,1530289
"YSEZZ1SN93TLKOZ4",9465,4.0,1,605885
"GGBQTWCHEKZ5FHLE",9554,2.0,1,1061490
"GGBQTWCHEKZ5FHLE",9556,2.0,1,721714
"Q9Z8PFOLBTB0KBC8",9550,3.0,1,1245067
"3TORY1HXHHFTSUEK",9501,3.0,1,739606
"3TORY1HXHHFTSUEK",9563,3.0,1,1332791
"-BS8TBECIVG2VNVK",9562,3.0,1,879267
"VGTJM7GVOUHE0M4U",9486,4.0,1,1245067
"VGTJM7GVOUHE0M4U",9553,4.0,1,721714
"8IWO8COUUBNISH2E",9471,4.0,1,1364860
"J5ELLA78JWSRNDRQ",9471,3.0,1,682659
"WQLAIB6PRHTWGJYY",9470,4.0,1,529090
"WQLAIB6PRHTWGJYY",9501,4.0,1,859855
"47RAQFZ5YWQSPHTI",9500,3.0,1,505049
"47RAQFZ5YWQSPHTI",9553,3.0,1,439191
"BKDIQ8B0YFHZOMVE",9471,3.0,1,520595
"MMAMX7BDZMSL2M6K",9483,3.0,1,605885
"L6EL0AUK9GJKAPVE",9512,3.0,1,1521375
"LJCD4I-CZNKWWPQW",9471,4.0,1,607222
"LJCD4I-CZNKWWPQW",9471,4.0,1,800611
"LJCD4I-CZNKWWPQW",9553,4.0,1,1455942
"LJCD4I-CZNKWWPQW",9553,4.0,1,605885
"LJCD4I-CZNKWWPQW",9553,4.0,1,1394457
"LJCD4I-CZNKWWPQW",9553,4.0,1,1783576
"F6N59BM4SZ5Z3PI0",9515,4.0,1,605885
"0XD4OVOPZDDYXI_U",9507,4.0,1,594637
"0XD4OVOPZDDYXI_U",9520,4.0,1,2074526
"0XD4OVOPZDDYXI_U",9549,4.0,1,605885
"0XD4OVOPZDDYXI_U",9562,4.0,1,2074526
"BFBB6HCDRN4RWDYE",9550,3.0,1,505049
"BFBB6HCDRN4RWDYE",9560,3.0,1,682659
"LEY17FLACBE6AINC",9500,4.0,1,605885
"LEY17FLACBE6AINC",9500,4.0,1,505049
"LEY17FLACBE6AINC",9533,4.0,1,505049
"LEY17FLACBE6AINC",9533,4.0,1,1111578
"LEY17FLACBE6AINC",9535,4.0,1,918348
"LEY17FLACBE6AINC",9550,4.0,1,505049
"LEY17FLACBE6AINC",9553,4.0,1,1364860
"5OY9NK7NA1ZQMRGQ",9557,3.0,1,1530289
"9FB8JUEJM4RRHBLG",9555,4.0,1,475451
"9FB8JUEJM4RRHBLG",9555,4.0,1,901677
"MZGC4HIC5LBVOYGM",9476,4.0,1,721714
"MZGC4HIC5LBVOYGM",9485,4.0,1,609747
"MZGC4HIC5LBVOYGM",9518,4.0,1,721714
"MZGC4HIC5LBVOYGM",9529,4.0,1,185834
"MZGC4HIC5LBVOYGM",9529,4.0,1,480338
"MZGC4HIC5LBVOYGM",9529,4.0,1,356591
"MZGC4HIC5LBVOYGM",9529,4.0,1,480338
"MZGC4HIC5LBVOYGM",9549,4.0,1,439191
"6QUFF7XKFOMVB6Q8",9557,3.0,1,1530289
"Q3HIRNL2GRGSQAJK",9450,4.0,1,318417
"Q3HIRNL2GRGSQAJK",9452,4.0,1,318417
"Q3HIRNL2GRGSQAJK",9455,4.0,1,359934
"Q3HIRNL2GRGSQAJK",9469,4.0,1,1061490
"Q3HIRNL2GRGSQAJK",9473,4.0,1,854767
"Q3HIRNL2GRGSQAJK",9473,4.0,1,797298
"Q3HIRNL2GRGSQAJK",9499,4.0,1,1007605
"Q3HIRNL2GRGSQAJK",9534,4.0,1,797298
"WR3NBIUP-22W1WJW",9459,4.0,1,721714
"WR3NBIUP-22W1WJW",9459,4.0,1,721714
"WR3NBIUP-22W1WJW",9459,4.0,1,797298
"WR3NBIUP-22W1WJW",9534,4.0,1,721714
"WR3NBIUP-22W1WJW",9534,4.0,1,798003
"JTOMYAHGL9C9IC68",9456,4.0,1,849576
"DVNJAI94E7OX8RBQ",9553,3.0,1,1530289
"R4SZP-N6QL1Q1XSQ",9508,3.0,1,1593547
"VFNDIEXP4FCBYGQ4",9472,4.0,1,457113
"VFNDIEXP4FCBYGQ4",9476,4.0,1,576662
"VFNDIEXP4FCBYGQ4",9476,4.0,1,460429
"VFNDIEXP4FCBYGQ4",9557,4.0,1,442615
"VFNDIEXP4FCBYGQ4",9557,4.0,1,569062
"VFNDIEXP4FCBYGQ4",9560,4.0,1,446787
"CTHW8P9JKG7JONWC",9563,3.0,1,660108
"TEKXM3NFXRPHQ9Q4",9564,3.0,1,1783576
"LTD0UO47-Q0WIJYU",9567,3.0,1,620876
"NXCDXP0S5ENEHQIC",9546,4.0,1,1530289
"NXCDXP0S5ENEHQIC",9546,4.0,1,1530289
"NGVZRFAENC7KG4R8",9511,3.0,1,1165775
"CHFN2YP5OXCUML3O",9553,4.0,1,1530289
"FUMIOJKRMMDA_FZG",9451,4.0,1,655675
"FUMIOJKRMMDA_FZG",9451,4.0,1,427588
"FUMIOJKRMMDA_FZG",9469,4.0,1,569146
"FUMIOJKRMMDA_FZG",9469,4.0,1,605822
"FUMIOJKRMMDA_FZG",9469,4.0,1,831652
"BZH06RM3D0RGJEOC",9478,3.0,1,439191
"GOYBYS-2BPSQDZP0",9535,4.0,1,1530289
"LNN-KUK7FG3_I49S",9484,3.0,1,605885
"HJF93_Q50BGAYLLM",9476,4.0,1,507206
"HJF93_Q50BGAYLLM",9519,4.0,1,515313
"HJF93_Q50BGAYLLM",9553,4.0,1,1107338
"KPMNQU7P061KPPGC",9455,4.0,1,518100
"VPHVKXZY25H_THDY",9483,3.0,1,605885
"ZSTYZGSXJA9UAOUQ",9451,4.0,1,901677
"ZSTYZGSXJA9UAOUQ",9451,4.0,1,901677
"ZSTYZGSXJA9UAOUQ",9465,4.0,1,901677
"ZSTYZGSXJA9UAOUQ",9465,4.0,1,901677
"IDDH1PNYVGNU4R9A",9469,4.0,1,1061490
"IDDH1PNYVGNU4R9A",9473,4.0,1,797298
"IDDH1PNYVGNU4R9A",9487,4.0,1,1061490
"IDDH1PNYVGNU4R9A",9487,4.0,1,797298
"LNQZAOON-KGQFXFY",9557,3.0,1,1061490
"LNQZAOON-KGQFXFY",9557,3.0,1,1061490
"LNQZAOON-KGQFXFY",9557,3.0,1,1061490
"LNQZAOON-KGQFXFY",9557,3.0,1,1061490
"39FZFTPGQXDCFFGO",9500,4.0,1,443219
"UKS7I7O9ZI-Q37VA",9567,3.0,1,1530289
"OM61C5FOHW4VXAY4",9511,4.0,1,605885
"OM61C5FOHW4VXAY4",9511,4.0,1,605885
"OM61C5FOHW4VXAY4",9527,4.0,1,605885
"OM61C5FOHW4VXAY4",9527,4.0,1,1016330
"OM61C5FOHW4VXAY4",9549,4.0,1,605885
"OM61C5FOHW4VXAY4",9549,4.0,1,1002543
"OM61C5FOHW4VXAY4",9553,4.0,1,1007605
"OM61C5FOHW4VXAY4",9553,4.0,1,647850
"OM61C5FOHW4VXAY4",9561,4.0,1,1128001
"HQNVWCKHE8SKG5DG",9537,3.0,1,721714
"HQNVWCKHE8SKG5DG",9553,3.0,1,1007605
"-_EP1P6ODFR_LAY4",9553,4.0,1,1165775
"XTNRODYAXGE6FJSA",9567,3.0,1,505049
"EIGNDOGBHVZXLH6W",9553,4.0,1,721714
"2KXDNPM1K7CNBCEM",9473,3.0,1,505049
"RHXPXDXEFKMV4DJO",9491,3.0,1,596304
"RHXPXDXEFKMV4DJO",9491,3.0,1,594660
"RHXPXDXEFKMV4DJO",9491,3.0,1,596304
"PXS9PO_401CI7WIW",9479,3.0,1,1461604
"WUYG0AT97JQWFR7U",9465,4.0,1,505049
"WUYG0AT97JQWFR7U",9472,4.0,1,391501
"WUYG0AT97JQWFR7U",9472,4.0,1,391501
"WUYG0AT97JQWFR7U",9473,4.0,1,505049
"WUYG0AT97JQWFR7U",9473,4.0,1,605885
"WUYG0AT97JQWFR7U",9473,4.0,1,505049
"WUYG0AT97JQWFR7U",9473,4.0,1,505049
"WUYG0AT97JQWFR7U",9476,4.0,1,505049
"WUYG0AT97JQWFR7U",9476,4.0,1,505049
"WUYG0AT97JQWFR7U",9477,4.0,1,505049
"WUYG0AT97JQWFR7U",9477,4.0,1,505049
"WUYG0AT97JQWFR7U",9477,4.0,1,439191
"WUYG0AT97JQWFR7U",9477,4.0,1,505049
"WUYG0AT97JQWFR7U",9477,4.0,1,505049
"WUYG0AT97JQWFR7U",9480,4.0,1,439191
"WUYG0AT97JQWFR7U",9480,4.0,1,505049
"WUYG0AT97JQWFR7U",9501,4.0,1,439191
"WUYG0AT97JQWFR7U",9507,4.0,1,439191
"WUYG0AT97JQWFR7U",9507,4.0,1,439191
"WUYG0AT97JQWFR7U",9507,4.0,1,505049
"WUYG0AT97JQWFR7U",9507,4.0,1,439191
"WUYG0AT97JQWFR7U",9507,4.0,1,439191
"WUYG0AT97JQWFR7U",9508,4.0,1,439191
"WUYG0AT97JQWFR7U",9513,4.0,1,439191
"WUYG0AT97JQWFR7U",9513,4.0,1,505049
"WUYG0AT97JQWFR7U",9513,4.0,1,439191
"WUYG0AT97JQWFR7U",9521,4.0,1,505049
"WUYG0AT97JQWFR7U",9521,4.0,1,505049
"WUYG0AT97JQWFR7U",9521,4.0,1,505049
"WUYG0AT97JQWFR7U",9526,4.0,1,439191
"WUYG0AT97JQWFR7U",9528,4.0,1,505049
"WUYG0AT97JQWFR7U",9528,4.0,1,505049
"WUYG0AT97JQWFR7U",9547,4.0,1,439191
"WUYG0AT97JQWFR7U",9547,4.0,1,439191
"WUYG0AT97JQWFR7U",9547,4.0,1,505049
"WUYG0AT97JQWFR7U",9547,4.0,1,439191
"WUYG0AT97JQWFR7U",9560,4.0,1,505049
"WUYG0AT97JQWFR7U",9560,4.0,1,505049
"OX6ZW9LO388_YSAM",9511,4.0,1,671684
"HBCSJGIUIJ4-DIDK",9508,3.0,1,671684
"HBCSJGIUIJ4-DIDK",9560,3.0,1,945281
"UMXRIMMRHRRH5JTU",9487,4.0,1,254794
"YAPZ14VKV9L7OD3C",9553,3.0,1,854767
"D9OHLSTYVSSYPYFA",9532,3.0,1,1795177
"D9OHLSTYVSSYPYFA",9532,3.0,1,901677
"D9OHLSTYVSSYPYFA",9532,3.0,1,976490
"D9OHLSTYVSSYPYFA",9532,3.0,1,901677
"NN8-FRI8VJ2HIMZQ",9560,4.0,1,439191
"OKG3MPYDYAWBE7SO",9455,4.0,1,1783576
"OKG3MPYDYAWBE7SO",9532,"",1,1783576
"UOLO2IKSTROTEADE",9452,4.0,1,505049
"UOLO2IKSTROTEADE",9456,4.0,1,505049
"UOLO2IKSTROTEADE",9471,4.0,1,505049
"UOLO2IKSTROTEADE",9473,4.0,1,505049
"9ARRJ7TTPFQT2YGQ",9466,4.0,1,721714
"9ARRJ7TTPFQT2YGQ",9466,4.0,1,505049
"9ARRJ7TTPFQT2YGQ",9512,4.0,1,1245067
"9ARRJ7TTPFQT2YGQ",9512,4.0,1,671684
"GXXXCE_KHHPLIZXY",9452,4.0,1,505049
"GXXXCE_KHHPLIZXY",9452,4.0,1,864846
"GXXXCE_KHHPLIZXY",9452,4.0,1,505049
"GXXXCE_KHHPLIZXY",9452,4.0,1,864846
"JEG-R0GJP2LRHF3K",9480,4.0,1,213240
"JEG-R0GJP2LRHF3K",9480,4.0,1,213240
"JEG-R0GJP2LRHF3K",9505,4.0,1,236119
"JEG-R0GJP2LRHF3K",9505,4.0,1,213240
"JEG-R0GJP2LRHF3K",9522,4.0,1,213240
"JEG-R0GJP2LRHF3K",9522,4.0,1,236119
"JEG-R0GJP2LRHF3K",9554,4.0,1,236119
"JEG-R0GJP2LRHF3K",9554,4.0,1,213240
"7CEZMW_UG1E06Z60",9515,3.0,1,1364860
"7CEZMW_UG1E06Z60",9518,3.0,1,1364860
"_WCQRZNTTL1CS26C",9459,4.0,1,1061490
"_WCQRZNTTL1CS26C",9492,4.0,1,391501
"_WCQRZNTTL1CS26C",9536,4.0,1,391501
"OQOMGUDUHX9QE_MM",9469,4.0,1,1061490
"OQOMGUDUHX9QE_MM",9469,4.0,1,1061490
"IMZNGMYVU-WWWKAC",9521,4.0,1,721714
"IMZNGMYVU-WWWKAC",9554,4.0,1,1530289
"9UCQ_DAXU9SMJYZS",9484,3.0,1,587940
"9UCQ_DAXU9SMJYZS",9562,3.0,1,505049
"3FYHBT5PIKNQW6I0",9472,4.0,1,721714
"3FYHBT5PIKNQW6I0",9472,4.0,1,721714
"3FYHBT5PIKNQW6I0",9555,4.0,1,1530289
"3FYHBT5PIKNQW6I0",9555,4.0,1,605885
"GLGH2F88HCDNEZL8",9466,4.0,1,901677
"GLGH2F88HCDNEZL8",9515,4.0,1,1061490
"GLGH2F88HCDNEZL8",9527,4.0,1,901677
"GLGH2F88HCDNEZL8",9546,4.0,1,901677
"HOC2I1-ZN90IW7IY",9507,3.0,1,1128385
"HOC2I1-ZN90IW7IY",9507,3.0,1,1492389
"RUKOZKU7VQDMO1CK",9501,3.0,1,586222
"EBJY1EZUJVESDPTA",9536,3.0,1,1364860
"EBJY1EZUJVESDPTA",9536,3.0,1,1245067
"QSRVBRFTRM2V2P7A",9511,3.0,1,677242
"QSRVBRFTRM2V2P7A",9511,3.0,1,678337
"P2QRUBRKSCFRZ1LI",9466,4.0,1,597935
"P2QRUBRKSCFRZ1LI",9487,4.0,1,1061490
"P2QRUBRKSCFRZ1LI",9505,4.0,1,605885
"U9YPBZA-YKX6S68C",9473,4.0,1,605885
"U9YPBZA-YKX6S68C",9513,4.0,1,505049
"U9YPBZA-YKX6S68C",9563,4.0,1,505049
"U9YPBZA-YKX6S68C",9563,4.0,1,901677
"ZXO3GHDR_T6TXHCO",9532,4.0,1,505049
"ZXO3GHDR_T6TXHCO",9547,4.0,1,1165775
"ZF3DFMUUJUCRJSWI",9485,4.0,1,937850
"ZF3DFMUUJUCRJSWI",9546,4.0,1,932988
"H28GENKAEUWUUQ1S",9459,4.0,1,577262
"H28GENKAEUWUUQ1S",9476,4.0,1,1593547
"H28GENKAEUWUUQ1S",9533,4.0,1,615710
"ISMJYCGMVY27TGWU",9450,3.0,1,1165775
"7E_F9IRY2IAOKLTW",9463,3.0,1,901677
"JWKX37F4V8IXNNFE",9459,4.0,1,836115
